상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,13회,14회,15회,16회,17회,좌석수
2018-06-12,01관,"10:00,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","12:25,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","14:50,  데자뷰(디지털)","16:35,  쥬라기 월드: 폴른 킹덤(3D 디지털)","19:00,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","21:25,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원",,,,,,,,,,,,59
2018-06-12,02관,"09:30,  꼬마영웅 바비(디지털더빙)","11:00,  독전(디지털)","13:25,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","15:55,  벅스 프렌즈(디지털),  6,000원","17:25,  극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이(디지털더빙),  6,000원","19:20,  독전(디지털),  6,000원","21:35,  독전(디지털),  6,000원",,,,,,,,,,,39
2018-06-13,01관,"10:10,  오션스8(디지털),  6,000원","12:15,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","14:40,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","17:10,  탐정: 리턴즈(디지털),  6,000원","19:30,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","21:55,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,59
2018-06-13,02관,"09:50,  극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이(디지털더빙),  6,000원","11:50,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","14:20,  탐정: 리턴즈(디지털),  6,000원","16:40,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","19:05,  오션스8(디지털),  6,000원","21:20,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원",,,,,,,,,,,,39
2018-06-14,01관,"10:20,  오션스8(디지털),  6,000원","12:35,  오션스8(디지털),  6,000원","14:45,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","17:10,  벅스 프렌즈(디지털),  6,000원","18:50,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","21:20,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원",,,,,,,,,,,,59
2018-06-14,02관,"09:50,  탐정: 리턴즈(디지털),  6,000원","12:05,  탐정: 리턴즈(디지털)","14:25,  탐정: 리턴즈(디지털),  6,000원","16:45,  탐정: 리턴즈(디지털),  6,000원","19:05,  탐정: 리턴즈(디지털),  6,000원","21:25,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,39
2018-06-15,01관,"10:20,  오션스8(디지털),  6,000원","12:35,  오션스8(디지털),  6,000원","14:45,  쥬라기 월드: 폴른 킹덤(3D 디지털)","17:10,  극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이(디지털더빙)","19:10,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","21:35,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원",,,,,,,,,,,,59
2018-06-15,02관,"09:50,  탐정: 리턴즈(디지털),  6,000원","12:05,  탐정: 리턴즈(디지털),  6,000원","14:25,  탐정: 리턴즈(디지털),  6,000원","16:45,  탐정: 리턴즈(디지털),  6,000원","19:05,  탐정: 리턴즈(디지털),  6,000원","21:25,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,39
2018-06-16,01관,"10:00,  오션스8(디지털),  6,000원","12:15,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","14:40,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","17:10,  탐정: 리턴즈(디지털),  6,000원","19:30,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","21:55,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,59
2018-06-16,02관,"09:50,  극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이(디지털더빙),  6,000원","11:50,  탐정: 리턴즈(디지털),  6,000원","14:20,  탐정: 리턴즈(디지털),  6,000원","16:40,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","19:05,  오션스8(디지털),  6,000원","21:20,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원",,,,,,,,,,,,39
2018-06-17,01관,"10:00,  오션스8(디지털),  6,000원","12:15,  탐정: 리턴즈(디지털),  6,000원","14:40,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","17:10,  탐정: 리턴즈(디지털),  6,000원","19:25,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","21:50,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,59
2018-06-17,02관,"10:10,  벅스 프렌즈(디지털),  6,000원","11:50,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","14:20,  탐정: 리턴즈(디지털),  6,000원","16:40,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","19:05,  오션스8(디지털),  6,000원","21:20,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원",,,,,,,,,,,,39
2018-06-18,01관,"09:50,  오션스8(디지털),  6,000원","12:00,  오션스8(디지털),  6,000원","14:10,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","16:35,  극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이(디지털더빙),  6,000원","18:40,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","21:10,  쥬라기 월드: 폴른 킹덤(디지털)",,,,,,,,,,,,59
2018-06-18,02관,"09:50,  탐정: 리턴즈(디지털),  6,000원","12:05,  탐정: 리턴즈(디지털),  6,000원","14:25,  탐정: 리턴즈(디지털),  6,000원","16:45,  탐정: 리턴즈(디지털),  6,000원","19:05,  탐정: 리턴즈(디지털),  6,000원","21:25,  탐정: 리턴즈(디지털)",,,,,,,,,,,,39
2018-06-19,01관,"09:50,  오션스8(디지털),  6,000원","12:00,  오션스8(디지털),  6,000원","14:10,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","16:35,  극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이(디지털더빙)","18:40,  쥬라기 월드: 폴른 킹덤(3D 디지털)","21:10,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원",,,,,,,,,,,,59
2018-06-19,02관,"09:50,  탐정: 리턴즈(디지털)","12:05,  탐정: 리턴즈(디지털),  6,000원","14:25,  탐정: 리턴즈(디지털),  6,000원","16:45,  탐정: 리턴즈(디지털),  6,000원","19:05,  탐정: 리턴즈(디지털),  6,000원","21:25,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,39
2018-06-20,01관,"09:50,  쥬라기 월드: 폴른 킹덤(디지털)","12:15,  오션스8(디지털),  6,000원","14:25,  쥬라기 월드: 폴른 킹덤(3D 디지털)","16:50,  탐정: 리턴즈(디지털),  6,000원","19:00,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","21:25,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원",,,,,,,,,,,,59
2018-06-20,02관,"10:10,  탐정: 리턴즈(디지털),  6,000원","12:25,  여중생A(디지털)","14:40,  탐정: 리턴즈(디지털),  6,000원","17:00,  여중생A(디지털),  5,000원","19:15,  탐정: 리턴즈(디지털),  6,000원","21:30,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,39
2018-06-21,01관,"10:00,  아일라(디지털),  6,000원","12:20,  오션스8(디지털),  6,000원","14:30,  쥬라기 월드: 폴른 킹덤(3D 디지털)","16:55,  유니콘 원정대: 비밀의 다이어리(디지털더빙),  6,000원","18:50,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","21:15,  아일라(디지털)",,,,,,,,,,,,59
2018-06-21,02관,"10:30,  탐정: 리턴즈(디지털),  6,000원","12:40,  여중생A(디지털)","14:50,  탐정: 리턴즈(디지털),  6,000원","17:10,  여중생A(디지털)","19:25,  탐정: 리턴즈(디지털),  6,000원","21:40,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,39
2018-06-22,01관,"10:00,  아일라(디지털),  6,000원","12:20,  오션스8(디지털),  6,000원","14:30,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","16:55,  유니콘 원정대: 비밀의 다이어리(디지털더빙)","18:50,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","21:15,  아일라(디지털),  6,000원",,,,,,,,,,,,59
2018-06-22,02관,"10:10,  여중생A(디지털)","12:30,  탐정: 리턴즈(디지털),  6,000원","14:50,  탐정: 리턴즈(디지털),  6,000원","17:10,  여중생A(디지털)","19:25,  탐정: 리턴즈(디지털),  6,000원","21:40,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,39
2018-06-23,01관,"09:50,  유니콘 원정대: 비밀의 다이어리(디지털더빙),  6,000원","11:40,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","14:10,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","16:40,  탐정: 리턴즈(디지털),  6,000원","19:05,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","21:30,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,59
2018-06-23,02관,"10:10,  여중생A(디지털),  6,000원","12:25,  아일라(디지털),  6,000원","14:50,  유니콘 원정대: 비밀의 다이어리(디지털더빙),  6,000원","17:05,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","19:30,  탐정: 리턴즈(디지털),  6,000원","21:45,  오션스8(디지털),  6,000원",,,,,,,,,,,,39
2018-06-24,01관,"09:50,  유니콘 원정대: 비밀의 다이어리(디지털더빙),  6,000원","11:40,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","14:10,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","16:40,  탐정: 리턴즈(디지털),  6,000원","19:05,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","21:30,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,59
2018-06-24,02관,"10:10,  탐정: 리턴즈(디지털),  6,000원",,"14:50,  탐정: 리턴즈(디지털),  6,000원","17:05,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","19:30,  탐정: 리턴즈(디지털),  6,000원","21:45,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","12:30,  오션스8(디지털),  6,000원",,,,,,,,,,,39
2018-06-25,01관,"10:00,  아일라(디지털)","12:20,  오션스8(디지털),  6,000원","14:30,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","16:55,  유니콘 원정대: 비밀의 다이어리(디지털더빙)","18:50,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","21:15,  아일라(디지털),  6,000원",,,,,,,,,,,,59
2018-06-25,02관,"10:10,  여중생A(디지털)","12:30,  탐정: 리턴즈(디지털),  6,000원","14:50,  탐정: 리턴즈(디지털),  6,000원","17:10,  여중생A(디지털)","19:25,  탐정: 리턴즈(디지털),  6,000원","21:40,  탐정: 리턴즈(디지털),  6,000원",,,,,,,,,,,,39
2018-06-26,01관,"10:00,  아일라(디지털)","12:20,  오션스8(디지털),  6,000원","14:30,  쥬라기 월드: 폴른 킹덤(3D 디지털),  8,000원","16:55,  유니콘 원정대: 비밀의 다이어리(디지털더빙)","18:50,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원","21:15,  아일라(디지털),  6,000원",,,,,,,,,,,,59
2018-06-26,02관,"10:10,  여중생A(디지털)","12:30,  탐정: 리턴즈(디지털),  6,000원","14:50,  탐정: 리턴즈(디지털),  6,000원","17:10,  여중생A(디지털)","19:25,  탐정: 리턴즈(디지털),  6,000원","21:40,  탐정: 리턴즈(디지털)",,,,,,,,,,,,39
2018-06-27,01관,"09:40,  탐정: 리턴즈(디지털),  5,000원","11:50,  마녀(디지털)","14:15,  마녀(디지털),  5,000원","16:40,  마녀(디지털),  5,000원","19:05,  마녀(디지털),  5,000원","21:30,  마녀(디지털),  5,000원",,,,,,,,,,,,59
2018-06-27,02관,"10:00,  마녀(디지털),  5,000원","12:25,  허스토리(디지털),  5,000원","14:50,  탐정: 리턴즈(디지털),  5,000원","17:10,  빅샤크: 매직체인지(디지털더빙),  5,000원","18:45,  허스토리(디지털),  5,000원","21:10,  쥬라기 월드: 폴른 킹덤(디지털),  5,000원",,,,,,,,,,,,39
2018-06-28,01관,"09:40,  탐정: 리턴즈(디지털),  6,000원","11:50,  마녀(디지털),  6,000원","14:15,  마녀(디지털),  6,000원","16:40,  마녀(디지털),  6,000원","19:05,  마녀(디지털),  6,000원","21:30,  마녀(디지털),  6,000원",,,,,,,,,,,,59
2018-06-28,02관,"10:00,  마녀(디지털),  6,000원","12:25,  허스토리(디지털),  6,000원","14:50,  탐정: 리턴즈(디지털),  6,000원","17:10,  빅샤크: 매직체인지(디지털더빙),  6,000원","18:45,  허스토리(디지털),  6,000원","21:10,  쥬라기 월드: 폴른 킹덤(디지털)",,,,,,,,,,,,39
2018-06-29,01관,"09:45,  여중생A(디지털),  6,000원","11:50,  마녀(디지털),  6,000원","14:15,  마녀(디지털),  6,000원","16:40,  마녀(디지털),  6,000원","19:05,  마녀(디지털),  6,000원","21:30,  마녀(디지털),  6,000원",,,,,,,,,,,,59
2018-06-29,02관,"10:00,  탐정: 리턴즈(디지털 가치봄),  5,000원","12:20,  허스토리(디지털),  6,000원","14:45,  아일라(디지털),  6,000원","17:10,  빅샤크: 매직체인지(디지털더빙),  6,000원","18:45,  허스토리(디지털),  6,000원","21:10,  쥬라기 월드: 폴른 킹덤(디지털),  6,000원",,,,,,,,,,,,39
2018-06-30,01관,"09:50,  탐정: 리턴즈(디지털),  6,000원","12:00,  마녀(디지털),  6,000원","14:30,  마녀(디지털),  6,000원","16:55,  마녀(디지털),  6,000원","19:20,  마녀(디지털),  6,000원","21:45,  허스토리(디지털),  6,000원",,,,,,,,,,,,59
2018-06-30,02관,"09:45,  빅샤크: 매직체인지(디지털더빙),  6,000원","11:30,  허스토리(디지털),  6,000원","14:00,  빅샤크: 매직체인지(디지털더빙),  6,000원","16:05,  허스토리(디지털),  6,000원","18:40,  탐정: 리턴즈(디지털),  6,000원","21:00,  마녀(디지털),  6,000원",,,,,,,,,,,,39
2018-07-01,01관,"09:50,  탐정: 리턴즈(디지털),  6,000원","12:00,  마녀(디지털),  6,000원","14:30,  마녀(디지털),  6,000원","16:55,  마녀(디지털),  6,000원","19:20,  마녀(디지털),  6,000원","21:45,  허스토리(디지털),  6,000원",,,,,,,,,,,,59
2018-07-01,02관,"09:45,  빅샤크: 매직체인지(디지털더빙),  6,000원","11:30,  허스토리(디지털),  6,000원","14:00,  유니콘 원정대: 비밀의 다이어리(디지털더빙),  6,000원","16:05,  허스토리(디지털),  6,000원","18:40,  허스토리(디지털),  6,000원","21:00,  마녀(디지털),  6,000원",,,,,,,,,,,,39
2018-07-02,01관,"10:00,  아일라(디지털),  6,000원","12:25,  허스토리(디지털),  6,000원","14:50,  탐정: 리턴즈(디지털),  6,000원","17:10,  빅샤크: 매직체인지(디지털더빙),  6,000원","18:45,  허스토리(디지털),  6,000원","21:10,  마녀(디지털),  6,000원",,,,,,,,,,,,59
2018-07-02,02관,"09:45,  여중생A(디지털)","11:50,  마녀(디지털),  6,000원","14:15,  마녀(디지털),  6,000원","16:40,  마녀(디지털),  6,000원","19:05,  마녀(디지털),  6,000원","21:30,  허스토리(디지털),  6,000원",,,,,,,,,,,,39
2018-07-03,01관,"10:00,  빅샤크: 매직체인지(디지털더빙),  6,000원","11:35,  아일라(디지털),  6,000원","14:00,  허스토리(디지털),  6,000원","16:25,  탐정: 리턴즈(디지털),  6,000원","18:45,  허스토리(디지털),  6,000원","21:10,  마녀(디지털),  6,000원",,,,,,,,,,,,59
2018-07-03,02관,"09:45,  여중생A(디지털)","11:50,  마녀(디지털),  6,000원","14:15,  마녀(디지털),  6,000원","16:40,  마녀(디지털)","19:05,  마녀(디지털),  6,000원","21:30,  허스토리(디지털),  6,000원",,,,,,,,,,,,39
2018-07-04,01관,"09:40,  변산(디지털),  6,000원","12:00,  마녀(디지털),  6,000원","14:20,  변산(디지털),  6,000원","16:40,  마녀(디지털),  6,000원","19:10,  변산(디지털),  6,000원","21:30,  변산(디지털),  6,000원",,,,,,,,,,,,59
2018-07-04,02관,"10:00,  빅샤크: 매직체인지(디지털더빙),  6,000원","11:35,  허스토리(디지털),  6,000원","13:55,  앤트맨과 와스프(디지털),  6,000원","16:20,  앤트맨과 와스프(디지털),  6,000원","18:45,  앤트맨과 와스프(디지털),  6,000원","21:10,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,39
2018-07-05,01관,"09:40,  변산(디지털),  6,000원","12:00,  마녀(디지털),  6,000원","14:20,  변산(디지털),  6,000원","16:40,  마녀(디지털),  6,000원","19:10,  변산(디지털),  6,000원","21:30,  변산(디지털),  6,000원",,,,,,,,,,,,59
2018-07-05,02관,"10:05,  앤트맨과 와스프(디지털),  6,000원","12:30,  허스토리(디지털),  6,000원","14:50,  앤트맨과 와스프(디지털),  6,000원","17:10,  빅샤크: 매직체인지(디지털더빙),  6,000원","18:45,  앤트맨과 와스프(디지털),  6,000원","21:10,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,39
2018-07-06,01관,"10:20,  빅샤크: 매직체인지(디지털더빙),  5,000원","12:00,  마녀(디지털),  6,000원","14:20,  변산(디지털)","16:40,  마녀(디지털),  6,000원","19:05,  앤트맨과 와스프(디지털),  6,000원","21:30,  변산(디지털),  6,000원",,,,,,,,,,,,59
2018-07-06,02관,"10:05,  앤트맨과 와스프(디지털),  6,000원","12:30,  허스토리(디지털),  6,000원","14:50,  앤트맨과 와스프(디지털),  6,000원","17:10,  빅샤크: 매직체인지(디지털더빙),  6,000원","18:40,  변산(디지털),  6,000원","21:05,  앤트맨과 와스프(디지털)",,,,,,,,,,,,39
2018-07-07,01관,"09:30,  앤트맨과 와스프(디지털),  6,000원","11:55,  앤트맨과 와스프(3D 디지털),  8,000원","14:20,  앤트맨과 와스프(디지털),  6,000원","16:45,  앤트맨과 와스프(디지털),  6,000원","19:10,  앤트맨과 와스프(3D 디지털),  8,000원","21:35,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-07,02관,"09:45,  빅샤크: 매직체인지(디지털더빙),  6,000원","11:20,  변산(디지털),  6,000원","13:45,  마녀(디지털),  6,000원","16:10,  앤트맨과 와스프(디지털),  6,000원","18:35,  변산(디지털),  6,000원","21:00,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,39
2018-07-08,01관,"09:30,  앤트맨과 와스프(디지털),  6,000원","11:55,  앤트맨과 와스프(3D 디지털),  8,000원","14:20,  앤트맨과 와스프(디지털),  6,000원","16:45,  변산(디지털),  6,000원","19:10,  앤트맨과 와스프(3D 디지털),  8,000원","21:35,  마녀(디지털),  6,000원",,,,,,,,,,,,59
2018-07-08,02관,"09:45,  빅샤크: 매직체인지(디지털더빙),  6,000원","11:20,  앤트맨과 와스프(디지털),  6,000원","13:45,  마녀(디지털),  6,000원","16:10,  앤트맨과 와스프(디지털),  6,000원","18:35,  마녀(디지털),  6,000원","21:00,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,39
2018-07-09,01관,"10:05,  앤트맨과 와스프(디지털),  6,000원","12:30,  허스토리(디지털)","14:50,  앤트맨과 와스프(디지털),  6,000원","17:10,  빅샤크: 매직체인지(디지털더빙)","18:40,  앤트맨과 와스프(3D 디지털),  8,000원","21:05,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-09,02관,"09:40,  변산(디지털),  6,000원","12:00,  마녀(디지털),  6,000원","14:20,  변산(디지털)","16:40,  마녀(디지털),  6,000원","19:05,  마녀(디지털),  6,000원","21:25,  마녀(디지털),  6,000원",,,,,,,,,,,,39
2018-07-10,01관,"10:05,  앤트맨과 와스프(디지털),  6,000원","12:30,  앤트맨과 와스프(디지털),  6,000원","14:50,  앤트맨과 와스프(디지털),  6,000원","17:10,  빅샤크: 매직체인지(디지털더빙),  5,000원","18:40,  앤트맨과 와스프(3D 디지털),  8,000원","21:05,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-10,02관,"09:40,  변산(디지털),  6,000원","12:00,  마녀(디지털),  6,000원","14:20,  변산(디지털)","16:40,  마녀(디지털),  6,000원","19:05,  마녀(디지털),  6,000원","21:25,  마녀(디지털),  6,000원",,,,,,,,,,,,39
2018-07-11,01관,"09:40,  변산(디지털),  6,000원","12:00,  앤트맨과 와스프(디지털),  6,000원","14:20,  마녀(디지털),  6,000원","16:40,  앤트맨과 와스프(디지털),  6,000원","19:00,  스카이스크래퍼(디지털),  6,000원","21:05,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-11,02관,"10:20,  앤트맨과 와스프(디지털),  6,000원","12:45,  스카이스크래퍼(디지털),  6,000원","14:50,  앤트맨과 와스프(디지털),  6,000원","17:15,  스카이스크래퍼(디지털),  6,000원","19:20,  앤트맨과 와스프(디지털),  6,000원","21:45,  스카이스크래퍼(디지털),  6,000원",,,,,,,,,,,,39
2018-07-12,01관,"09:40,  변산(디지털),  6,000원","12:00,  앤트맨과 와스프(디지털),  6,000원","14:20,  마녀(디지털),  6,000원","16:40,  앤트맨과 와스프(디지털),  6,000원","19:00,  스카이스크래퍼(디지털),  6,000원","21:05,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-12,02관,"09:30,  앤트맨과 와스프(디지털)","11:45,  스카이스크래퍼(디지털),  6,000원","13:40,  앤트맨과 와스프(디지털),  6,000원","16:00,  스카이스크래퍼(디지털),  5,000원","17:55,  꼬마 보트 토토: 타요 타요 배 타요(디지털더빙),  6,000원","19:20,  앤트맨과 와스프(디지털),  6,000원","21:45,  스카이스크래퍼(디지털),  6,000원",,,,,,,,,,,39
2018-07-13,01관,"09:40,  속닥속닥(디지털)","11:25,  스카이스크래퍼(디지털),  6,000원","13:20,  앤트맨과 와스프(디지털),  6,000원","15:40,  스카이스크래퍼(디지털),  6,000원","17:35,  꼬마 보트 토토: 타요 타요 배 타요(디지털더빙),  6,000원","19:05,  앤트맨과 와스프(디지털),  6,000원","21:25,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,59
2018-07-13,02관,"10:20,  변산(디지털),  6,000원","12:40,  앤트맨과 와스프(디지털),  6,000원","15:05,  스카이스크래퍼(디지털),  5,000원","17:10,  앤트맨과 와스프(디지털),  5,000원","19:40,  스카이스크래퍼(디지털),  6,000원","21:50,  속닥속닥(디지털),  6,000원",,,,,,,,,,,,39
2018-07-14,01관,"10:00,  앤트맨과 와스프(디지털),  6,000원","12:25,  앤트맨과 와스프(3D 디지털),  8,000원","14:50,  속닥속닥(디지털),  6,000원","16:40,  앤트맨과 와스프(디지털),  6,000원","19:05,  앤트맨과 와스프(디지털),  6,000원","21:30,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-14,02관,"09:45,  스카이스크래퍼(디지털),  6,000원","11:50,  꼬마 보트 토토: 타요 타요 배 타요(디지털더빙),  6,000원","13:25,  스카이스크래퍼(디지털),  6,000원","15:25,  앤트맨과 와스프(디지털),  6,000원","17:50,  스카이스크래퍼(디지털),  6,000원","19:55,  스카이스크래퍼(디지털),  6,000원","21:55,  속닥속닥(디지털),  6,000원",,,,,,,,,,,39
2018-07-15,01관,"10:00,  앤트맨과 와스프(디지털),  6,000원","12:25,  앤트맨과 와스프(디지털),  6,000원","14:50,  속닥속닥(디지털),  6,000원","16:40,  앤트맨과 와스프(디지털),  6,000원","19:05,  스카이스크래퍼(디지털),  6,000원","21:10,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-15,02관,"10:10,  꼬마 보트 토토: 타요 타요 배 타요(디지털더빙),  6,000원","11:50,  꼬마 보트 토토: 타요 타요 배 타요(디지털더빙),  6,000원","13:25,  스카이스크래퍼(디지털),  6,000원","15:30,  속닥속닥(디지털),  5,000원","17:25,  스카이스크래퍼(디지털),  6,000원","19:25,  앤트맨과 와스프(디지털),  6,000원","21:50,  스카이스크래퍼(디지털),  6,000원",,,,,,,,,,,39
2018-07-16,01관,"09:40,  속닥속닥(디지털),  6,000원","11:25,  스카이스크래퍼(디지털),  6,000원","13:20,  앤트맨과 와스프(디지털),  6,000원","15:40,  스카이스크래퍼(디지털),  6,000원","17:35,  꼬마 보트 토토: 타요 타요 배 타요(디지털더빙)","19:05,  앤트맨과 와스프(디지털),  6,000원","21:25,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,59
2018-07-16,02관,"10:20,  변산(디지털)","12:40,  앤트맨과 와스프(디지털),  6,000원","15:05,  스카이스크래퍼(디지털),  6,000원","17:10,  앤트맨과 와스프(디지털),  6,000원","19:40,  스카이스크래퍼(디지털),  6,000원","21:50,  속닥속닥(디지털),  6,000원",,,,,,,,,,,,39
2018-07-17,01관,"09:40,  속닥속닥(디지털),  6,000원","11:25,  스카이스크래퍼(디지털),  6,000원","13:20,  변산(디지털),  6,000원","15:40,  스카이스크래퍼(디지털),  6,000원","17:35,  꼬마 보트 토토: 타요 타요 배 타요(디지털더빙)","19:05,  앤트맨과 와스프(디지털),  6,000원","21:25,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,59
2018-07-17,02관,"10:20,  변산(디지털),  6,000원","12:40,  앤트맨과 와스프(디지털),  6,000원","15:05,  스카이스크래퍼(디지털)","17:10,  앤트맨과 와스프(디지털),  6,000원","19:40,  스카이스크래퍼(디지털),  6,000원","21:50,  속닥속닥(디지털),  6,000원",,,,,,,,,,,,39
2018-07-18,01관,"10:20,  호텔 아르테미스(디지털),  6,000원","12:15,  호텔 아르테미스(디지털),  6,000원","14:10,  인크레더블 2(3D 더빙),  8,000원","16:35,  앤트맨과 와스프(디지털),  6,000원","19:00,  호텔 아르테미스(디지털),  6,000원","21:00,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-18,02관,"10:30,  앤트맨과 와스프(디지털)","13:00,  스카이스크래퍼(디지털),  6,000원","15:05,  스카이스크래퍼(디지털),  6,000원","17:10,  인크레더블 2(디지털더빙),  6,000원","19:40,  스카이스크래퍼(디지털),  6,000원","21:40,  속닥속닥(디지털),  6,000원",,,,,,,,,,,,39
2018-07-19,01관,"10:20,  호텔 아르테미스(디지털),  6,000원","12:15,  호텔 아르테미스(디지털),  6,000원","14:10,  인크레더블 2(3D 더빙)","16:35,  앤트맨과 와스프(디지털),  6,000원","19:00,  호텔 아르테미스(디지털),  6,000원","21:00,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-19,02관,"10:30,  앤트맨과 와스프(디지털)","13:00,  스카이스크래퍼(디지털),  6,000원","15:05,  스카이스크래퍼(디지털),  5,000원","17:10,  인크레더블 2(디지털더빙),  6,000원","19:40,  스카이스크래퍼(디지털),  6,000원","21:40,  속닥속닥(디지털)",,,,,,,,,,,,39
2018-07-20,01관,"10:10,  인크레더블 2(디지털더빙),  6,000원","12:35,  호텔 아르테미스(디지털),  5,000원","14:30,  스카이스크래퍼(디지털),  6,000원","16:35,  앤트맨과 와스프(디지털),  6,000원","19:00,  호텔 아르테미스(디지털),  6,000원","21:00,  앤트맨과 와스프(디지털),  6,000원",,,,,,,,,,,,59
2018-07-20,02관,"10:25,  빅샤크: 매직체인지(디지털더빙),  5,000원","11:55,  스카이스크래퍼(디지털),  6,000원","13:50,  속닥속닥(디지털),  6,000원","15:35,  호텔 아르테미스(디지털),  6,000원","17:25,  인크레더블 2(디지털더빙),  6,000원","19:50,  스카이스크래퍼(디지털),  6,000원","21:50,  호텔 아르테미스(디지털),  6,000원",,,,,,,,,,,39
