movieCd,movieNm,moviePartNm,peopleCd,peopleNm,sex,repRoleNm_x,filmoNames,repRoleNm_y
20149314,내부자들,시나리오(각본),20111283,우민호,남자,감독,남산의 부장들|마약왕|내부자들: 디 오리지널|내부자들|간첩|파괴된 사나이|누가 예수를 죽였는가?,감독
20177539,사바하,감독,10060462,장재현,남자,감독,"사바하|시간위의 집|검은 사제들|광해, 왕이 된 남자|특수본|바다|12번째 보조사제|버스|인도에서 온 말리|오오단편극장 - 이학주 배우전|어둑시니: 두려움을 먹는 자|제14회 미쟝센 단편영화제 전년도 수상작1|1월 단편 상상극장-해피 뉴 스타|제13회 미쟝센 단편영화제 심야의 절대구타 360|제13회 미쟝센 단편영화제 절대악몽1",감독
20177539,사바하,시나리오(각본),10060462,장재현,남자,감독,"사바하|시간위의 집|검은 사제들|광해, 왕이 된 남자|특수본|바다|12번째 보조사제|버스|인도에서 온 말리|오오단편극장 - 이학주 배우전|어둑시니: 두려움을 먹는 자|제14회 미쟝센 단편영화제 전년도 수상작1|1월 단편 상상극장-해피 뉴 스타|제13회 미쟝센 단편영화제 심야의 절대구타 360|제13회 미쟝센 단편영화제 절대악몽1",감독
20145503,검은 사제들,감독,10060462,장재현,남자,감독,"사바하|시간위의 집|검은 사제들|광해, 왕이 된 남자|특수본|바다|12번째 보조사제|버스|인도에서 온 말리|오오단편극장 - 이학주 배우전|어둑시니: 두려움을 먹는 자|제14회 미쟝센 단편영화제 전년도 수상작1|1월 단편 상상극장-해피 뉴 스타|제13회 미쟝센 단편영화제 심야의 절대구타 360|제13회 미쟝센 단편영화제 절대악몽1",감독
20145503,검은 사제들,시나리오(각본),10060462,장재현,남자,감독,"사바하|시간위의 집|검은 사제들|광해, 왕이 된 남자|특수본|바다|12번째 보조사제|버스|인도에서 온 말리|오오단편극장 - 이학주 배우전|어둑시니: 두려움을 먹는 자|제14회 미쟝센 단편영화제 전년도 수상작1|1월 단편 상상극장-해피 뉴 스타|제13회 미쟝센 단편영화제 심야의 절대구타 360|제13회 미쟝센 단편영화제 절대악몽1",감독
20174369,변산,감독,10057485,이준익,남자,감독,"자산어보|변산|박열|대배우|동주|그날의 분위기|사도|소원|봄날의 입맞춤|평양성|구르믈 버서난 달처럼|님은 먼 곳에|궁녀|즐거운 인생|라디오 스타|도마뱀|왕의 남자|달마야, 서울 가자|황산벌|달마야 놀자|공포택시|아나키스트|키드캅",감독
20178982,박열,감독,10057485,이준익,남자,감독,"자산어보|변산|박열|대배우|동주|그날의 분위기|사도|소원|봄날의 입맞춤|평양성|구르믈 버서난 달처럼|님은 먼 곳에|궁녀|즐거운 인생|라디오 스타|도마뱀|왕의 남자|달마야, 서울 가자|황산벌|달마야 놀자|공포택시|아나키스트|키드캅",감독
20158482,동주,감독,10057485,이준익,남자,감독,"자산어보|변산|박열|대배우|동주|그날의 분위기|사도|소원|봄날의 입맞춤|평양성|구르믈 버서난 달처럼|님은 먼 곳에|궁녀|즐거운 인생|라디오 스타|도마뱀|왕의 남자|달마야, 서울 가자|황산벌|달마야 놀자|공포택시|아나키스트|키드캅",감독
20148846,사도,감독,10057485,이준익,남자,감독,"자산어보|변산|박열|대배우|동주|그날의 분위기|사도|소원|봄날의 입맞춤|평양성|구르믈 버서난 달처럼|님은 먼 곳에|궁녀|즐거운 인생|라디오 스타|도마뱀|왕의 남자|달마야, 서울 가자|황산벌|달마야 놀자|공포택시|아나키스트|키드캅",감독
20134798,연평해전,감독,10006188,김학순,남자,감독,연평해전|비디오를 보는 남자|민들레,감독
20134798,연평해전,투자,10006188,김학순,남자,감독,연평해전|비디오를 보는 남자|민들레,감독
20134798,연평해전,프로듀서,10006188,김학순,남자,감독,연평해전|비디오를 보는 남자|민들레,감독
20182530,극한직업,감독,20125862,이병헌,남자,감독,"드림(가제)|극한직업|레슬러|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다",감독
20153447,바람 바람 바람,감독,20125862,이병헌,남자,감독,"드림(가제)|극한직업|레슬러|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다",감독
20153447,바람 바람 바람,각색,20125862,이병헌,남자,감독,"드림(가제)|극한직업|레슬러|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다",감독
20148845,스물,감독,20125862,이병헌,남자,감독,"드림(가제)|극한직업|레슬러|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다",감독
20148845,스물,시나리오(각본),20125862,이병헌,남자,감독,"드림(가제)|극한직업|레슬러|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다",감독
20136068,히말라야,감독,10055965,이석훈,남자,감독,히말라야|해적: 바다로 간 산적|뜨거운 안녕|댄싱퀸|두 얼굴의 여친|방과후 옥상|이조여인 숙명사 청상계|순간접착제|포 더 피스 오브 올 맨카인드,감독
20136068,히말라야,각색,10055965,이석훈,남자,감독,히말라야|해적: 바다로 간 산적|뜨거운 안녕|댄싱퀸|두 얼굴의 여친|방과후 옥상|이조여인 숙명사 청상계|순간접착제|포 더 피스 오브 올 맨카인드,감독
20179205,조선명탐정: 흡혈괴마의 비밀,감독,10004484,김석윤,남자,감독,조선명탐정: 흡혈괴마의 비밀|조선명탐정 : 사라진 놉의 딸|조선명탐정 : 각시투구꽃의 비밀|올드미스다이어리,감독
20149570,조선명탐정 : 사라진 놉의 딸,감독,10004484,김석윤,남자,감독,조선명탐정: 흡혈괴마의 비밀|조선명탐정 : 사라진 놉의 딸|조선명탐정 : 각시투구꽃의 비밀|올드미스다이어리,감독
20193601,장사리 : 잊혀진 영웅들,감독,10001931,곽경택,남자,감독,장사리 : 잊혀진 영웅들|암수살인|희생부활자|극비수사|친구 2|미운오리새끼|통증|굿바이 보이|킹콩을 들다|눈에는 눈 이에는 이|사랑|태풍|똥개|챔피언|친구|닥터 K|억수탕(3pm Paradise)|기억을 만나다,감독
20154907,희생부활자,감독,10001931,곽경택,남자,감독,장사리 : 잊혀진 영웅들|암수살인|희생부활자|극비수사|친구 2|미운오리새끼|통증|굿바이 보이|킹콩을 들다|눈에는 눈 이에는 이|사랑|태풍|똥개|챔피언|친구|닥터 K|억수탕(3pm Paradise)|기억을 만나다,감독
20154907,희생부활자,시나리오(각본),10001931,곽경택,남자,감독,장사리 : 잊혀진 영웅들|암수살인|희생부활자|극비수사|친구 2|미운오리새끼|통증|굿바이 보이|킹콩을 들다|눈에는 눈 이에는 이|사랑|태풍|똥개|챔피언|친구|닥터 K|억수탕(3pm Paradise)|기억을 만나다,감독
20148855,극비수사,감독,10001931,곽경택,남자,감독,장사리 : 잊혀진 영웅들|암수살인|희생부활자|극비수사|친구 2|미운오리새끼|통증|굿바이 보이|킹콩을 들다|눈에는 눈 이에는 이|사랑|태풍|똥개|챔피언|친구|닥터 K|억수탕(3pm Paradise)|기억을 만나다,감독
20148855,극비수사,시나리오(각본),10001931,곽경택,남자,감독,장사리 : 잊혀진 영웅들|암수살인|희생부활자|극비수사|친구 2|미운오리새끼|통증|굿바이 보이|킹콩을 들다|눈에는 눈 이에는 이|사랑|태풍|똥개|챔피언|친구|닥터 K|억수탕(3pm Paradise)|기억을 만나다,감독
20149569,악의 연대기,감독,10030346,백운학,남자,감독,악의 연대기|튜브|쉬리,감독
20149569,악의 연대기,시나리오(각본),10030346,백운학,남자,감독,악의 연대기|튜브|쉬리,감독
20156557,탐정 : 더 비기닝,감독,10005643,김정훈,남자,감독,탐정 : 더 비기닝|쩨쩨한 로맨스|어깨동무 ,감독
20156557,탐정 : 더 비기닝,시나리오(각본),10005643,김정훈,남자,감독,탐정 : 더 비기닝|쩨쩨한 로맨스|어깨동무 ,감독
20157464,더 폰,감독,20128476,김봉주,남자,감독,"더 폰|시체가 돌아왔다|황해|거북이 달린다|신기전|B형 남자친구|할머니, 나이스 샷!!",감독
20157464,더 폰,시나리오(각본),20128476,김봉주,남자,감독,"더 폰|시체가 돌아왔다|황해|거북이 달린다|신기전|B형 남자친구|할머니, 나이스 샷!!",감독
20136888,강남 1970,감독,20111250,유하,남자,감독,"파이프라인|강남 1970|강남1970(무삭제판)|하울링|쌍화점|비열한 거리|말죽거리 잔혹사|결혼은, 미친짓이다|바람부는 날이면 압구정동에 가야 한다",감독
20136888,강남 1970,시나리오(각본),20111250,유하,남자,감독,"파이프라인|강남 1970|강남1970(무삭제판)|하울링|쌍화점|비열한 거리|말죽거리 잔혹사|결혼은, 미친짓이다|바람부는 날이면 압구정동에 가야 한다",감독
20140703,장수상회,감독,10000854,강제규,남자,감독,"나쁜놈은 죽는다 무삭제 특별판|나쁜놈은 죽는다|장수상회|뷰티풀 2014|마이 웨이|태극기 휘날리며|블루|오버 더 레인보우|베사메무쵸|단적비연수|쉬리|지상만가|은행나무 침대|게임의 법칙|장미의 나날|공포특급|누가 용의 발톱을 보았는가|그래 가끔 하늘을 보자|보스턴 1947|민우씨 오는 날|제1회 안양국제청소년영화제 단편, 짧지만 길고 깊은 이야기1|그녀의 연기+민우씨오는날",감독
20140703,장수상회,각색,10000854,강제규,남자,감독,"나쁜놈은 죽는다 무삭제 특별판|나쁜놈은 죽는다|장수상회|뷰티풀 2014|마이 웨이|태극기 휘날리며|블루|오버 더 레인보우|베사메무쵸|단적비연수|쉬리|지상만가|은행나무 침대|게임의 법칙|장미의 나날|공포특급|누가 용의 발톱을 보았는가|그래 가끔 하늘을 보자|보스턴 1947|민우씨 오는 날|제1회 안양국제청소년영화제 단편, 짧지만 길고 깊은 이야기1|그녀의 연기+민우씨오는날",감독
20174142,아이 캔 스피크,감독,10006261,김현석,남자,감독,아이 캔 스피크|쎄시봉|열한시|잉투기|시라노; 연애조작단|스카우트|광식이 동생 광태|YMCA야구단|공동경비구역 JSA|섬|해가 서쪽에서 뜬다면|사랑하기 좋은 날,감독
20174142,아이 캔 스피크,각색,10006261,김현석,남자,감독,아이 캔 스피크|쎄시봉|열한시|잉투기|시라노; 연애조작단|스카우트|광식이 동생 광태|YMCA야구단|공동경비구역 JSA|섬|해가 서쪽에서 뜬다면|사랑하기 좋은 날,감독
20148188,쎄시봉,감독,10006261,김현석,남자,감독,아이 캔 스피크|쎄시봉|열한시|잉투기|시라노; 연애조작단|스카우트|광식이 동생 광태|YMCA야구단|공동경비구역 JSA|섬|해가 서쪽에서 뜬다면|사랑하기 좋은 날,감독
20148188,쎄시봉,시나리오(각본),10006261,김현석,남자,감독,아이 캔 스피크|쎄시봉|열한시|잉투기|시라노; 연애조작단|스카우트|광식이 동생 광태|YMCA야구단|공동경비구역 JSA|섬|해가 서쪽에서 뜬다면|사랑하기 좋은 날,감독
20142407,오늘의 연애,감독,10029363,박진표,남자,감독,오늘의 연애|공범|내 사랑 내 곁에|그놈 목소리|너는 내 운명|죽어도 좋아|신비한 영어나라|여섯 개의 시선,감독
20142407,오늘의 연애,제작,10029363,박진표,남자,감독,오늘의 연애|공범|내 사랑 내 곁에|그놈 목소리|너는 내 운명|죽어도 좋아|신비한 영어나라|여섯 개의 시선,감독
20142407,오늘의 연애,시나리오(각본),10029363,박진표,남자,감독,오늘의 연애|공범|내 사랑 내 곁에|그놈 목소리|너는 내 운명|죽어도 좋아|신비한 영어나라|여섯 개의 시선,감독
20180868,뺑반,감독,20183664,한준희,남자,감독,뺑반|차이나타운|사이코메트리|시나리오 가이드,감독
20180868,뺑반,시나리오(각본),20183664,한준희,남자,감독,뺑반|차이나타운|사이코메트리|시나리오 가이드,감독
20149266,차이나타운,감독,20183664,한준희,남자,감독,뺑반|차이나타운|사이코메트리|시나리오 가이드,감독
20149266,차이나타운,시나리오(각본),20183664,한준희,남자,감독,뺑반|차이나타운|사이코메트리|시나리오 가이드,감독
20172469,허스토리,감독,10027774,민규동,남자,감독,"허스토리|당신, 거기 있어줄래요|간신|내 아내의 모든 것|세상에서 가장 아름다운 이별|김종욱 찾기|끝과 시작|키친|서양 골동 양과자점 앤티크|열세살 수아|내 생애 가장 아름다운 일주일|이공|여고괴담 두번째 이야기|비밀과 거짓말 |창백한푸른점 |열일곱|허스토리|무서운 이야기 3 : 화성에서 온 소녀|제15회 미쟝센 단편영화제 김태용 단편 특별전 1|무서운 이야기 2|무서운 이야기|무서운 이야기2'444'",감독
20172469,허스토리,시나리오(각본),10027774,민규동,남자,감독,"허스토리|당신, 거기 있어줄래요|간신|내 아내의 모든 것|세상에서 가장 아름다운 이별|김종욱 찾기|끝과 시작|키친|서양 골동 양과자점 앤티크|열세살 수아|내 생애 가장 아름다운 일주일|이공|여고괴담 두번째 이야기|비밀과 거짓말 |창백한푸른점 |열일곱|허스토리|무서운 이야기 3 : 화성에서 온 소녀|제15회 미쟝센 단편영화제 김태용 단편 특별전 1|무서운 이야기 2|무서운 이야기|무서운 이야기2'444'",감독
20142402,간신,감독,10027774,민규동,남자,감독,"허스토리|당신, 거기 있어줄래요|간신|내 아내의 모든 것|세상에서 가장 아름다운 이별|김종욱 찾기|끝과 시작|키친|서양 골동 양과자점 앤티크|열세살 수아|내 생애 가장 아름다운 일주일|이공|여고괴담 두번째 이야기|비밀과 거짓말 |창백한푸른점 |열일곱|허스토리|무서운 이야기 3 : 화성에서 온 소녀|제15회 미쟝센 단편영화제 김태용 단편 특별전 1|무서운 이야기 2|무서운 이야기|무서운 이야기2'444'",감독
20142402,간신,시나리오(각본),10027774,민규동,남자,감독,"허스토리|당신, 거기 있어줄래요|간신|내 아내의 모든 것|세상에서 가장 아름다운 이별|김종욱 찾기|끝과 시작|키친|서양 골동 양과자점 앤티크|열세살 수아|내 생애 가장 아름다운 일주일|이공|여고괴담 두번째 이야기|비밀과 거짓말 |창백한푸른점 |열일곱|허스토리|무서운 이야기 3 : 화성에서 온 소녀|제15회 미쟝센 단편영화제 김태용 단편 특별전 1|무서운 이야기 2|무서운 이야기|무서운 이야기2'444'",감독
20158242,무서운 이야기 3 : 화성에서 온 소녀,감독,10027774,민규동,남자,감독,"허스토리|당신, 거기 있어줄래요|간신|내 아내의 모든 것|세상에서 가장 아름다운 이별|김종욱 찾기|끝과 시작|키친|서양 골동 양과자점 앤티크|열세살 수아|내 생애 가장 아름다운 일주일|이공|여고괴담 두번째 이야기|비밀과 거짓말 |창백한푸른점 |열일곱|허스토리|무서운 이야기 3 : 화성에서 온 소녀|제15회 미쟝센 단편영화제 김태용 단편 특별전 1|무서운 이야기 2|무서운 이야기|무서운 이야기2'444'",감독
20158242,무서운 이야기 3 : 화성에서 온 소녀,시나리오(각본),10027774,민규동,남자,감독,"허스토리|당신, 거기 있어줄래요|간신|내 아내의 모든 것|세상에서 가장 아름다운 이별|김종욱 찾기|끝과 시작|키친|서양 골동 양과자점 앤티크|열세살 수아|내 생애 가장 아름다운 일주일|이공|여고괴담 두번째 이야기|비밀과 거짓말 |창백한푸른점 |열일곱|허스토리|무서운 이야기 3 : 화성에서 온 소녀|제15회 미쟝센 단편영화제 김태용 단편 특별전 1|무서운 이야기 2|무서운 이야기|무서운 이야기2'444'",감독
20185341,마녀,감독,10029578,박훈정,남자,감독,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,감독
20185341,마녀,시나리오(각본),10029578,박훈정,남자,감독,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,감독
20185341,마녀,제작,10029578,박훈정,남자,감독,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,감독
20164174,브이아이피,감독,10029578,박훈정,남자,감독,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,감독
20164174,브이아이피,시나리오(각본),10029578,박훈정,남자,감독,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,감독
20164174,브이아이피,제작,10029578,박훈정,남자,감독,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,감독
20145171,대호,감독,10029578,박훈정,남자,감독,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,감독
20145171,대호,시나리오(각본),10029578,박훈정,남자,감독,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,감독
20157465,그놈이다,감독,10054518,윤준형,남자,감독,그놈이다|베스트셀러|언니가 간다|야수와 미녀|주먹이 운다(Crying Fist)|목두기 비디오|릴레이,감독
20157465,그놈이다,시나리오(각본),10054518,윤준형,남자,감독,그놈이다|베스트셀러|언니가 간다|야수와 미녀|주먹이 운다(Crying Fist)|목두기 비디오|릴레이,감독
20156554,물괴,감독,10088447,허종호,남자,감독,물괴|성난 변호사|카운트다운|눈부신 날에|얼굴값|승부,감독
20156554,물괴,시나리오(각본),10088447,허종호,남자,감독,물괴|성난 변호사|카운트다운|눈부신 날에|얼굴값|승부,감독
20142855,성난 변호사,감독,10088447,허종호,남자,감독,물괴|성난 변호사|카운트다운|눈부신 날에|얼굴값|승부,감독
20142855,성난 변호사,각색,10088447,허종호,남자,감독,물괴|성난 변호사|카운트다운|눈부신 날에|얼굴값|승부,감독
20188750,나쁜 녀석들: 더 무비,감독,20188569,손용호,남자,감독,나쁜 녀석들: 더 무비|살인의뢰|사랑 따윈 필요 없어,감독
20148461,살인의뢰,감독,20188569,손용호,남자,감독,나쁜 녀석들: 더 무비|살인의뢰|사랑 따윈 필요 없어,감독
20148461,살인의뢰,시나리오(각본),20188569,손용호,남자,감독,나쁜 녀석들: 더 무비|살인의뢰|사랑 따윈 필요 없어,감독
20145504,특종: 량첸살인기,감독,10015745,노덕,여자,감독,"특종: 량첸살인기|연애의 온도|지구를 지켜라|마스크 속, 은밀한 자부심",감독
20145504,특종: 량첸살인기,시나리오(각본),10015745,노덕,여자,감독,"특종: 량첸살인기|연애의 온도|지구를 지켜라|마스크 속, 은밀한 자부심",감독
20156748,열정같은소리하고있네,감독,10061628,정기훈,남자,감독,열정같은소리하고있네|반창꼬|애자|고死 : 피의 중간고사|와일드 카드,감독
20156748,열정같은소리하고있네,시나리오(각본),10061628,정기훈,남자,감독,열정같은소리하고있네|반창꼬|애자|고死 : 피의 중간고사|와일드 카드,감독
20176251,내안의 그놈,감독,10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20189122,양아치 느와르,감독,10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20189122,양아치 느와르,제작,10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20189122,양아치 느와르,시나리오(각본),10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20162970,폭력의 법칙: 나쁜 피 두 번째 이야기,감독,10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20162970,폭력의 법칙: 나쁜 피 두 번째 이야기,시나리오(각본),10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20162970,폭력의 법칙: 나쁜 피 두 번째 이야기,작사/작곡/편곡,10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20162970,폭력의 법칙: 나쁜 피 두 번째 이야기,제작,10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20162970,폭력의 법칙: 나쁜 피 두 번째 이야기,기획,10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20143513,미쓰 와이프,감독,10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20143513,미쓰 와이프,각색,10000970,강효진,남자,감독,내안의 그놈|양아치 느와르|폭력의 법칙: 나쁜 피 두 번째 이야기|미쓰 와이프|나쁜 피|육혈포 강도단|펀치레이디|맨손으로 죽여라?|조폭마누라,감독
20131262,허삼관,감독,10087253,하정우,남자,감독,"백두산|PMC: 더 벙커|클로젯|신과함께-인과 연|1987|신과함께-죄와 벌|서서평, 천천히 평온하게|싱글라이더|터널|아가씨|아가씨(확장판)|암살|허삼관|군도: 민란의 시대|롤러코스터|더 테러 라이브|베를린|577 프로젝트|러브픽션|범죄와의 전쟁: 나쁜놈들 전성시대|의뢰인|황해|평행이론|국가대표 완결판-못 다한 이야기|국가대표|보트|잘 알지도 못하면서|멋진 하루|비스티 보이즈|추격자|우리 생애 최고의 순간|숨|두 번째 사랑|구미호 가족|시간|용서받지 못한 자|잠복근무|슈퍼스타 감사용|마들렌|보스턴 1947|티파니에서 아침을",배우
20131262,허삼관,배우,10087253,하정우,남자,감독,"백두산|PMC: 더 벙커|클로젯|신과함께-인과 연|1987|신과함께-죄와 벌|서서평, 천천히 평온하게|싱글라이더|터널|아가씨|아가씨(확장판)|암살|허삼관|군도: 민란의 시대|롤러코스터|더 테러 라이브|베를린|577 프로젝트|러브픽션|범죄와의 전쟁: 나쁜놈들 전성시대|의뢰인|황해|평행이론|국가대표 완결판-못 다한 이야기|국가대표|보트|잘 알지도 못하면서|멋진 하루|비스티 보이즈|추격자|우리 생애 최고의 순간|숨|두 번째 사랑|구미호 가족|시간|용서받지 못한 자|잠복근무|슈퍼스타 감사용|마들렌|보스턴 1947|티파니에서 아침을",배우
20131262,허삼관,시나리오(각본),10087253,하정우,남자,감독,"백두산|PMC: 더 벙커|클로젯|신과함께-인과 연|1987|신과함께-죄와 벌|서서평, 천천히 평온하게|싱글라이더|터널|아가씨|아가씨(확장판)|암살|허삼관|군도: 민란의 시대|롤러코스터|더 테러 라이브|베를린|577 프로젝트|러브픽션|범죄와의 전쟁: 나쁜놈들 전성시대|의뢰인|황해|평행이론|국가대표 완결판-못 다한 이야기|국가대표|보트|잘 알지도 못하면서|멋진 하루|비스티 보이즈|추격자|우리 생애 최고의 순간|숨|두 번째 사랑|구미호 가족|시간|용서받지 못한 자|잠복근무|슈퍼스타 감사용|마들렌|보스턴 1947|티파니에서 아침을",배우
20131262,허삼관,각색,10087253,하정우,남자,감독,"백두산|PMC: 더 벙커|클로젯|신과함께-인과 연|1987|신과함께-죄와 벌|서서평, 천천히 평온하게|싱글라이더|터널|아가씨|아가씨(확장판)|암살|허삼관|군도: 민란의 시대|롤러코스터|더 테러 라이브|베를린|577 프로젝트|러브픽션|범죄와의 전쟁: 나쁜놈들 전성시대|의뢰인|황해|평행이론|국가대표 완결판-못 다한 이야기|국가대표|보트|잘 알지도 못하면서|멋진 하루|비스티 보이즈|추격자|우리 생애 최고의 순간|숨|두 번째 사랑|구미호 가족|시간|용서받지 못한 자|잠복근무|슈퍼스타 감사용|마들렌|보스턴 1947|티파니에서 아침을",배우
20148841,헬머니,감독,10040668,신한솔,남자,감독,내안의 그놈|헬머니|위험한 상견례|가루지기|싸움의 기술|늦은여름|뼛살|혹성 탈출,감독
20148841,헬머니,시나리오(각본),10040668,신한솔,남자,감독,내안의 그놈|헬머니|위험한 상견례|가루지기|싸움의 기술|늦은여름|뼛살|혹성 탈출,감독
