,영화명,개봉일,점유율집계일,개봉n일차(int),상영횟수,스크린수,좌석수,좌석판매율,매출액,누적매출액,관객수,누적관객수,F-rated,장르,배급사,감독1성별,작가성별,배우성별,F등급
46,조선명탐정 : 사라진 놉의 딸,2015-02-11,2015-03-25,42,4,4,656,66.3,2770000,30456309428,435,3871920,1,"사극,코미디,어드벤처",(주)쇼박스,남자,여자,남자,1
47,조선명탐정 : 사라진 놉의 딸,2015-02-11,2015-03-27,44,1,1,94,101.1,570000,30456879428,95,3872015,1,"사극,코미디,어드벤처",(주)쇼박스,남자,여자,남자,1
48,조선명탐정 : 사라진 놉의 딸,2015-02-11,2015-05-09,87,1,1,306,0.0,0,30456879428,0,3872015,1,"사극,코미디,어드벤처",(주)쇼박스,남자,여자,남자,1
49,조선명탐정 : 사라진 놉의 딸,2015-02-11,2015-05-10,88,1,1,389,0.0,0,30456879428,0,3872015,1,"사극,코미디,어드벤처",(주)쇼박스,남자,여자,남자,1
50,스물,2015-03-25,2015-03-04,-21,1,1,183,100.0,1464000,1464000,183,183,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
51,스물,2015-03-25,2015-03-09,-16,1,1,326,100.0,1956000,3420000,326,509,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
52,스물,2015-03-25,2015-03-12,-13,22,22,4238,100.0,34636000,38056000,4238,4747,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
53,스물,2015-03-25,2015-03-13,-12,26,26,5353,98.9,44877000,82933000,5295,10042,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
54,스물,2015-03-25,2015-03-14,-11,3,3,747,92.9,6246000,89179000,694,10736,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
55,스물,2015-03-25,2015-03-16,-9,17,17,3447,5.3,1464000,90643000,183,10919,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
56,스물,2015-03-25,2015-03-17,-8,58,58,9245,2.8,2040000,92683000,255,11174,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
57,스물,2015-03-25,2015-03-18,-7,12,12,3563,99.7,27958000,120641000,3551,14725,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
58,스물,2015-03-25,2015-03-20,-5,3,3,622,100.0,5598000,126239000,622,15347,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
59,스물,2015-03-25,2015-03-23,-2,5,5,1039,100.0,8312000,134551000,1039,16386,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
60,스물,2015-03-25,2015-03-24,-1,19,19,4500,47.0,22258500,156809500,2115,18501,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
61,스물,2015-03-25,2015-03-25,0,4212,786,860168,17.6,981625100,1138434600,151161,169662,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
62,스물,2015-03-25,2015-03-26,1,4500,829,904696,12.6,860554400,1998989000,114294,283956,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
63,스물,2015-03-25,2015-03-27,2,4667,831,936813,17.1,1268802316,3267791316,160114,444070,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
64,스물,2015-03-25,2015-03-28,3,5165,926,1032402,34.7,2826752303,6094543619,358084,802154,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
65,스물,2015-03-25,2015-03-29,4,5011,910,1000689,33.5,2652125100,8746668719,334969,1137123,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
66,스물,2015-03-25,2015-03-30,5,4572,840,893897,12.0,809086100,9555754819,107313,1244436,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
67,스물,2015-03-25,2015-03-31,6,4614,857,900918,11.9,805211100,10360965919,107402,1351838,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
68,스물,2015-03-25,2015-04-01,7,3860,736,663750,18.7,922388300,11283354219,123777,1475615,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
69,스물,2015-03-25,2015-04-02,8,3740,729,644683,12.7,618857300,11902211519,81943,1557558,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
70,스물,2015-03-25,2015-04-03,9,3880,760,665396,19.4,1024870928,12927082447,128837,1686395,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
71,스물,2015-03-25,2015-04-04,10,4155,786,723877,38.3,2191462613,15118545060,277145,1963540,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
72,스물,2015-03-25,2015-04-05,11,4055,791,707859,33.7,1894169900,17012714960,238630,2202170,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
73,스물,2015-03-25,2015-04-06,12,3735,729,625005,10.4,489133300,17501848260,64877,2267047,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
74,스물,2015-03-25,2015-04-07,13,3710,731,621533,9.0,417011000,17918859260,55648,2322695,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
75,스물,2015-03-25,2015-04-08,14,3570,708,597821,8.6,384916700,18303775960,51091,2373786,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
76,스물,2015-03-25,2015-04-09,15,2895,661,465512,10.2,353321100,18657097060,47346,2421132,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
77,스물,2015-03-25,2015-04-10,16,2876,658,455435,14.3,511320200,19168417260,64981,2486113,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
78,스물,2015-03-25,2015-04-11,17,3034,651,488076,25.9,1006056600,20174473860,126580,2612693,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
79,스물,2015-03-25,2015-04-12,18,2914,637,465688,21.9,820866500,20995340360,102143,2714836,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
80,스물,2015-03-25,2015-04-13,19,2545,551,393148,7.4,221973500,21217313860,29077,2743913,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
81,스물,2015-03-25,2015-04-14,20,2511,547,388433,6.9,201782700,21419096560,26604,2770517,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
82,스물,2015-03-25,2015-04-15,21,2435,541,377297,6.5,185364700,21604461260,24467,2794984,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
83,스물,2015-03-25,2015-04-16,22,2164,479,325645,6.8,166616800,21771078060,22089,2817073,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
84,스물,2015-03-25,2015-04-17,23,2287,497,341166,9.3,250173266,22021251326,31770,2848843,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
85,스물,2015-03-25,2015-04-18,24,2445,520,373605,16.2,491011360,22512262686,60636,2909479,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
86,스물,2015-03-25,2015-04-19,25,2362,517,361370,15.2,451945400,22964208086,55018,2964497,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
87,스물,2015-03-25,2015-04-20,26,2080,478,309317,5.5,127535200,23091743286,16946,2981443,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
88,스물,2015-03-25,2015-04-21,27,1991,484,294386,5.0,110178300,23201921586,14731,2996174,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
89,스물,2015-03-25,2015-04-22,28,1984,476,294768,5.1,113853100,23315774686,15078,3011252,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
90,스물,2015-03-25,2015-04-23,29,317,175,36853,8.8,24195600,23339970286,3245,3014497,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
91,스물,2015-03-25,2015-04-24,30,310,177,36660,15.1,42464700,23382434986,5543,3020040,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
92,스물,2015-03-25,2015-04-25,31,235,144,27748,22.4,48892900,23431327886,6211,3026251,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
93,스물,2015-03-25,2015-04-26,32,223,148,26296,19.8,41256300,23472584186,5215,3031466,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
94,스물,2015-03-25,2015-04-27,33,287,166,33350,7.3,17949000,23490533186,2440,3033906,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
95,스물,2015-03-25,2015-04-28,34,295,168,34785,9.7,24316000,23514849186,3357,3037263,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
96,스물,2015-03-25,2015-04-29,35,88,63,10329,14.0,9756700,23524605886,1445,3038708,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
97,스물,2015-03-25,2015-04-30,36,19,16,2264,31.9,3778500,23528384386,723,3039431,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
98,스물,2015-03-25,2015-05-01,37,15,13,1507,33.6,3693500,23532077886,507,3039938,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
99,스물,2015-03-25,2015-05-02,38,18,13,1701,36.6,4369800,23536447686,622,3040560,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
100,스물,2015-03-25,2015-05-03,39,16,12,1625,30.0,3631000,23540078686,487,3041047,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
101,스물,2015-03-25,2015-05-04,40,21,18,2415,31.0,4406500,23544485186,749,3041796,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
102,스물,2015-03-25,2015-05-05,41,15,11,1736,25.5,3207000,23547692186,442,3042238,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
103,스물,2015-03-25,2015-05-06,42,23,20,3096,8.4,1413000,23549105186,261,3042499,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
104,스물,2015-03-25,2015-05-07,43,14,12,1955,7.1,788000,23549893186,138,3042637,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
105,스물,2015-03-25,2015-05-08,44,14,13,1977,4.8,597000,23550490186,94,3042731,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
106,스물,2015-03-25,2015-05-09,45,13,11,1817,7.1,803500,23551293686,129,3042860,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
107,스물,2015-03-25,2015-05-10,46,13,12,2191,5.6,737000,23552030686,122,3042982,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
108,스물,2015-03-25,2015-05-11,47,12,11,1856,3.6,403000,23552433686,67,3043049,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
109,스물,2015-03-25,2015-05-12,48,15,13,2376,9.8,1210000,23553643686,233,3043282,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
110,스물,2015-03-25,2015-05-13,49,12,10,1666,4.0,393000,23554036686,67,3043349,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
111,스물,2015-03-25,2015-05-14,50,6,6,690,7.4,277000,23554313686,51,3043400,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
112,스물,2015-03-25,2015-05-15,51,6,6,690,9.0,342000,23554655686,62,3043462,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
113,스물,2015-03-25,2015-05-16,52,6,6,690,8.8,343000,23554998686,61,3043523,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
114,스물,2015-03-25,2015-05-17,53,6,6,690,7.4,273000,23555271686,51,3043574,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
115,스물,2015-03-25,2015-05-18,54,5,5,666,6.8,231000,23555502686,45,3043619,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
116,스물,2015-03-25,2015-05-19,55,6,6,690,6.8,245000,23555747686,47,3043666,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
117,스물,2015-03-25,2015-05-20,56,3,3,228,8.3,98000,23555845686,19,3043685,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
118,스물,2015-03-25,2015-05-26,62,1,1,232,100.0,1624000,23557469686,232,3043917,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
119,스물,2015-03-25,2015-06-05,72,1,1,217,100.0,1519000,23558988686,217,3044134,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
120,스물,2015-03-25,2015-11-15,235,1,1,85,0.0,0,23558988686,0,3044134,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
121,스물,2015-03-25,2015-11-19,239,1,1,85,0.0,0,23558988686,0,3044134,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
122,스물,2015-03-25,2015-11-26,246,2,2,221,100.0,1450000,23560438686,221,3044355,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
123,스물,2015-03-25,2015-12-01,251,1,1,98,11.2,65000,23560503686,11,3044366,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
124,스물,2015-03-25,2015-12-02,252,1,1,98,3.1,18000,23560521686,3,3044369,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
125,스물,2015-03-25,2015-12-04,254,2,2,221,100.0,1450000,23561971686,221,3044590,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
126,스물,2015-03-25,2015-12-16,266,2,2,221,100.0,1450000,23563421686,221,3044811,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
127,스물,2015-03-25,2016-03-28,369,1,1,44,4.6,12000,23563433686,2,3044813,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
128,스물,2015-03-25,2016-03-30,371,1,1,110,8.2,45000,23563478686,9,3044822,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
129,스물,2015-03-25,2016-03-31,372,2,2,140,7.1,65000,23563543686,10,3044832,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
130,스물,2015-03-25,2016-04-01,373,2,2,206,13.1,162000,23563705686,27,3044859,0,"코미디,드라마",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
131,귀향,2016-02-24,2016-01-11,-44,1,1,172,72.1,1116000,1116000,124,124,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
132,귀향,2016-02-24,2016-01-13,-42,1,1,282,100.0,2538000,3654000,282,406,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
133,귀향,2016-02-24,2016-02-04,-20,2,2,524,100.0,4192000,7846000,524,930,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
134,귀향,2016-02-24,2016-02-15,-9,21,21,5590,99.4,43330000,51176000,5556,6486,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
135,귀향,2016-02-24,2016-02-16,-8,13,13,2816,98.8,21439000,72615000,2782,9268,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
136,귀향,2016-02-24,2016-02-17,-7,1,1,149,100.0,1043000,73658000,149,9417,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
137,귀향,2016-02-24,2016-02-18,-6,1,1,149,100.0,1043000,74701000,149,9566,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
138,귀향,2016-02-24,2016-02-20,-4,5,4,1167,100.0,7002000,81703000,1167,10733,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
139,귀향,2016-02-24,2016-02-22,-2,2,2,321,100.0,2075000,83778000,321,11054,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
140,귀향,2016-02-24,2016-02-24,0,2138,513,365656,43.3,962008400,1045786400,158174,169228,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
141,귀향,2016-02-24,2016-02-25,1,2224,528,402360,33.5,982667700,2028454100,134742,303970,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
142,귀향,2016-02-24,2016-02-26,2,2467,589,465192,37.3,1339968655,3368422755,173714,477684,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
143,귀향,2016-02-24,2016-02-27,3,3222,770,630310,49.5,2455873351,5824296106,312202,789886,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
144,귀향,2016-02-24,2016-02-28,4,3293,797,647527,49.4,2515327800,8339623906,320062,1109948,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
145,귀향,2016-02-24,2016-02-29,5,3481,783,702414,34.2,1749558698,10089182604,240473,1350421,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
146,귀향,2016-02-24,2016-03-01,6,3938,876,811135,55.1,3466680000,13555862604,446819,1797240,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
147,귀향,2016-02-24,2016-03-02,7,3573,763,743480,14.9,801281600,14357144204,110506,1907746,1,드라마,(주)와우픽쳐스,남자,남자,여자,1
