movieCd,movieNm,moviePartNm,peopleCd,peopleNm,sex
20120722,남자니까 아시잖아요?,시나리오(각본),10019069,류승완,남자
20162543,4월 단편 상상극장-박정민 헤는 밤,감독,10019069,류승완,남자
20148534,신촌좀비만화,감독,10019069,류승완,남자
20151250,제14회 미쟝센 단편 영화제 류승완 단편 특별전2,감독,10019069,류승완,남자
20050356,다섯 개의 시선,감독,10019069,류승완,남자
20149056,유령,감독,10019069,류승완,남자
20174652,도청(가제),감독,10072187,최동훈,남자
20174652,도청(가제),시나리오(각본),10072187,최동훈,남자
20148851,암살,감독,10072187,최동훈,남자
20148851,암살,시나리오(각본),10072187,최동훈,남자
20148851,암살,제작,10072187,최동훈,남자
20124034,도둑들,감독,10072187,최동훈,남자
20124034,도둑들,시나리오(각본),10072187,최동훈,남자
20090077,전우치,감독,10072187,최동훈,남자
20090077,전우치,시나리오(각본),10072187,최동훈,남자
20060370,중천,각색,10072187,최동훈,남자
20060277,타짜,감독,10072187,최동훈,남자
20060277,타짜,각색,10072187,최동훈,남자
20050283,"소년, 천국에 가다",시나리오(각본),10072187,최동훈,남자
20050007,그때 그 사람들,배우,10072187,최동훈,남자
20040487,범죄의 재구성,감독,10072187,최동훈,남자
20040487,범죄의 재구성,시나리오(각본),10072187,최동훈,남자
20000037,눈물,조감독,10072187,최동훈,남자
20126753,간결한 여행,감독,10072187,최동훈,남자
20126966,스미스씨 브라질에 가다,감독,10072187,최동훈,남자
20180939,남산의 부장들,감독,20111283,우민호,남자
20180939,남산의 부장들,시나리오(각본),20111283,우민호,남자
20168773,마약왕,감독,20111283,우민호,남자
20168773,마약왕,시나리오(각본),20111283,우민호,남자
20168773,마약왕,제작,20111283,우민호,남자
20150025,내부자들: 디 오리지널,감독,20111283,우민호,남자
20149314,내부자들,감독,20111283,우민호,남자
20149314,내부자들,시나리오(각본),20111283,우민호,남자
20124400,간첩,감독,20111283,우민호,남자
20124400,간첩,시나리오(각본),20111283,우민호,남자
20100353,파괴된 사나이,감독,20111283,우민호,남자
20100353,파괴된 사나이,시나리오(각본),20111283,우민호,남자
20060876,누가 예수를 죽였는가?,감독,20111283,우민호,남자
20060876,누가 예수를 죽였는가?,시나리오(각본),20111283,우민호,남자
20177539,사바하,감독,10060462,장재현,남자
20177539,사바하,시나리오(각본),10060462,장재현,남자
20161923,시간위의 집,시나리오(각본),10060462,장재현,남자
20145503,검은 사제들,감독,10060462,장재현,남자
20145503,검은 사제들,시나리오(각본),10060462,장재현,남자
20124079,"광해, 왕이 된 남자",배우,10060462,장재현,남자
20124079,"광해, 왕이 된 남자",연출팀,10060462,장재현,남자
20110906,특수본,연출팀,10060462,장재현,남자
20100566,바다,연출팀,10060462,장재현,남자
20100566,바다,스크립터,10060462,장재현,남자
20148592,12번째 보조사제,감독,10060462,장재현,남자
20119450,버스,감독,10060462,장재현,남자
20111918,인도에서 온 말리,감독,10060462,장재현,남자
20162742,어둑시니: 두려움을 먹는 자,감독,10060462,장재현,남자
20168624,오오단편극장 - 이학주 배우전,감독,10060462,장재현,남자
20150393,1월 단편 상상극장-해피 뉴 스타,감독,10060462,장재현,남자
20151056,제14회 미쟝센 단편영화제 전년도 수상작1,감독,10060462,장재현,남자
20149358,제13회 미쟝센 단편영화제 심야의 절대구타 360,감독,10060462,장재현,남자
20149329,제13회 미쟝센 단편영화제 절대악몽1,감독,10060462,장재현,남자
20197434,자산어보,감독,10057485,이준익,남자
20174369,변산,감독,10057485,이준익,남자
20178982,박열,감독,10057485,이준익,남자
20150902,대배우,배우,10057485,이준익,남자
20158482,동주,감독,10057485,이준익,남자
20068576,그날의 분위기,기획,10057485,이준익,남자
20148846,사도,감독,10057485,이준익,남자
20134582,소원,감독,10057485,이준익,남자
20157297,봄날의 입맞춤,감독,10057485,이준익,남자
20102415,평양성,감독,10057485,이준익,남자
20090931,구르믈 버서난 달처럼,감독,10057485,이준익,남자
20080764,님은 먼 곳에,감독,10057485,이준익,남자
20070497,궁녀,기획,10057485,이준익,남자
20070380,즐거운 인생,감독,10057485,이준익,남자
20060284,라디오 스타,감독,10057485,이준익,남자
20060284,라디오 스타,배우,10057485,이준익,남자
20060284,라디오 스타,투자,10057485,이준익,남자
20060085,도마뱀,기획,10057485,이준익,남자
20050333,왕의 남자,감독,10057485,이준익,남자
20050333,왕의 남자,제작,10057485,이준익,남자
20040595,"달마야, 서울 가자",기획,10057485,이준익,남자
20030154,황산벌,감독,10057485,이준익,남자
20030154,황산벌,제작,10057485,이준익,남자
20010010,달마야 놀자,제작,10057485,이준익,남자
20000034,공포택시,제작,10057485,이준익,남자
20000016,아나키스트,제작,10057485,이준익,남자
19930004,키드캅,감독,10057485,이준익,남자
20134798,연평해전,감독,10006188,김학순,남자
20134798,연평해전,투자,10006188,김학순,남자
20134798,연평해전,프로듀서,10006188,김학순,남자
20030185,비디오를 보는 남자,감독,10006188,김학순,남자
20030185,비디오를 보는 남자,투자,10006188,김학순,남자
20030185,비디오를 보는 남자,기획,10006188,김학순,남자
20123250,민들레,감독,10006188,김학순,남자
20198482,드림(가제),감독,20125862,이병헌,남자
20182530,극한직업,감독,20125862,이병헌,남자
20177005,레슬러,각색,20125862,이병헌,남자
20153447,바람 바람 바람,감독,20125862,이병헌,남자
20153447,바람 바람 바람,각색,20125862,이병헌,남자
20148845,스물,감독,20125862,이병헌,남자
20148845,스물,시나리오(각본),20125862,이병헌,남자
20142407,오늘의 연애,시나리오(각본),20125862,이병헌,남자
20134804,타짜-신의 손,각색,20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",감독,20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",배우,20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",시나리오(각본),20125862,이병헌,남자
20122123,"힘내세요, 병헌씨",제작,20125862,이병헌,남자
20113636,네버엔딩 스토리,시나리오(각본),20125862,이병헌,남자
20110193,써니,스크립터,20125862,이병헌,남자
20110193,써니,각색,20125862,이병헌,남자
20081672,과속스캔들,각색,20125862,이병헌,남자
20128616,냄새는 난다,감독,20125862,이병헌,남자
20136068,히말라야,감독,10055965,이석훈,남자
20136068,히말라야,각색,10055965,이석훈,남자
20136064,해적: 바다로 간 산적,감독,10055965,이석훈,남자
20127597,뜨거운 안녕,각색,10055965,이석훈,남자
20113743,댄싱퀸,감독,10055965,이석훈,남자
20113743,댄싱퀸,시나리오(각본),10055965,이석훈,남자
20070379,두 얼굴의 여친,감독,10055965,이석훈,남자
20060046,방과후 옥상,감독,10055965,이석훈,남자
20060046,방과후 옥상,시나리오(각본),10055965,이석훈,남자
19900088,이조여인 숙명사 청상계,소품,10055965,이석훈,남자
20060720,순간접착제,감독,10055965,이석훈,남자
19998319,포 더 피스 오브 올 맨카인드,감독,10055965,이석훈,남자
20179205,조선명탐정: 흡혈괴마의 비밀,감독,10004484,김석윤,남자
20149570,조선명탐정 : 사라진 놉의 딸,감독,10004484,김석윤,남자
20102414,조선명탐정 : 각시투구꽃의 비밀,감독,10004484,김석윤,남자
20060396,올드미스다이어리,감독,10004484,김석윤,남자
20193601,장사리 : 잊혀진 영웅들,감독,10001931,곽경택,남자
20179189,암수살인,시나리오(각본),10001931,곽경택,남자
20179189,암수살인,제작,10001931,곽경택,남자
20154907,희생부활자,감독,10001931,곽경택,남자
20154907,희생부활자,시나리오(각본),10001931,곽경택,남자
20148855,극비수사,감독,10001931,곽경택,남자
20148855,극비수사,시나리오(각본),10001931,곽경택,남자
20137044,친구 2,감독,10001931,곽경택,남자
20137044,친구 2,시나리오(각본),10001931,곽경택,남자
20124046,미운오리새끼,감독,10001931,곽경택,남자
20124046,미운오리새끼,시나리오(각본),10001931,곽경택,남자
20124046,미운오리새끼,기획,10001931,곽경택,남자
20110303,통증,감독,10001931,곽경택,남자
20110494,굿바이 보이,제작,10001931,곽경택,남자
20090336,킹콩을 들다,기획,10001931,곽경택,남자
20080968,눈에는 눈 이에는 이,감독,10001931,곽경택,남자
20080968,눈에는 눈 이에는 이,각색,10001931,곽경택,남자
20070441,사랑,감독,10001931,곽경택,남자
20070441,사랑,시나리오(각본),10001931,곽경택,남자
20050326,태풍,감독,10001931,곽경택,남자
20050326,태풍,시나리오(각본),10001931,곽경택,남자
20030091,똥개,감독,10001931,곽경택,남자
20030091,똥개,시나리오(각본),10001931,곽경택,남자
20020191,챔피언,감독,10001931,곽경택,남자
20020191,챔피언,시나리오(각본),10001931,곽경택,남자
20010040,친구,감독,10001931,곽경택,남자
20010040,친구,시나리오(각본),10001931,곽경택,남자
19980004,닥터 K,감독,10001931,곽경택,남자
19980004,닥터 K,시나리오(각본),10001931,곽경택,남자
19970059,억수탕(3pm Paradise),감독,10001931,곽경택,남자
19970059,억수탕(3pm Paradise),시나리오(각본),10001931,곽경택,남자
20181988,기억을 만나다,프로듀서,10001931,곽경택,남자
20149569,악의 연대기,감독,10030346,백운학,남자
20149569,악의 연대기,시나리오(각본),10030346,백운학,남자
20030073,튜브,감독,10030346,백운학,남자
20030073,튜브,시나리오(각본),10030346,백운학,남자
19990084,쉬리,각색,10030346,백운학,남자
20156557,탐정 : 더 비기닝,감독,10005643,김정훈,남자
20156557,탐정 : 더 비기닝,시나리오(각본),10005643,김정훈,남자
20101221,쩨쩨한 로맨스,감독,10005643,김정훈,남자
20101221,쩨쩨한 로맨스,시나리오(각본),10005643,김정훈,남자
20060728,어깨동무 ,감독,10005643,김정훈,남자
20060728,어깨동무 ,편집,10005643,김정훈,남자
20157464,더 폰,감독,20128476,김봉주,남자
20157464,더 폰,시나리오(각본),20128476,김봉주,남자
20124051,시체가 돌아왔다,조감독,20128476,김봉주,남자
20101222,황해,배우,20128476,김봉주,남자
20101222,황해,연출팀,20128476,김봉주,남자
20090297,거북이 달린다,연출팀,20128476,김봉주,남자
20081001,신기전,연출팀,20128476,김봉주,남자
20050008,B형 남자친구,제작팀,20128476,김봉주,남자
20113284,"할머니, 나이스 샷!!",감독,20128476,김봉주,남자
20194461,파이프라인,감독,20111250,유하,남자
20194461,파이프라인,시나리오(각본),20111250,유하,남자
20136888,강남 1970,감독,20111250,유하,남자
20136888,강남 1970,시나리오(각본),20111250,유하,남자
20159185,강남1970(무삭제판),감독,20111250,유하,남자
20110249,하울링,감독,20111250,유하,남자
20110249,하울링,시나리오(각본),20111250,유하,남자
20081716,쌍화점,감독,20111250,유하,남자
20081716,쌍화점,시나리오(각본),20111250,유하,남자
20060137,비열한 거리,감독,20111250,유하,남자
20060137,비열한 거리,시나리오(각본),20111250,유하,남자
20030433,말죽거리 잔혹사,감독,20111250,유하,남자
20030433,말죽거리 잔혹사,시나리오(각본),20111250,유하,남자
20020122,"결혼은, 미친짓이다",감독,20111250,유하,남자
20020122,"결혼은, 미친짓이다",시나리오(각본),20111250,유하,남자
19930040,바람부는 날이면 압구정동에 가야 한다,감독,20111250,유하,남자
20166821,나쁜놈은 죽는다 무삭제 특별판,제작,10000854,강제규,남자
20156080,나쁜놈은 죽는다,제작,10000854,강제규,남자
20140703,장수상회,감독,10000854,강제규,남자
20140703,장수상회,각색,10000854,강제규,남자
20170486,뷰티풀 2014,감독,10000854,강제규,남자
20110295,마이 웨이,감독,10000854,강제규,남자
20110295,마이 웨이,기획,10000854,강제규,남자
20110295,마이 웨이,시나리오(각본),10000854,강제규,남자
20030371,태극기 휘날리며,감독,10000854,강제규,남자
20030371,태극기 휘날리며,시나리오(각본),10000854,강제규,남자
20030371,태극기 휘날리며,기획,10000854,강제규,남자
20030005,블루,스크립닥터,10000854,강제규,남자
20020139,오버 더 레인보우,투자,10000854,강제규,남자
20010022,베사메무쵸,제작,10000854,강제규,남자
20000043,단적비연수,제작,10000854,강제규,남자
19990084,쉬리,감독,10000854,강제규,남자
19990084,쉬리,시나리오(각본),10000854,강제규,남자
19970051,지상만가,시나리오(각본),10000854,강제규,남자
19960059,은행나무 침대,감독,10000854,강제규,남자
19960059,은행나무 침대,시나리오(각본),10000854,강제규,남자
19940020,게임의 법칙,시나리오(각본),10000854,강제규,남자
19940063,장미의 나날,시나리오(각본),10000854,강제규,남자
19948411,공포특급,감독,10000854,강제규,남자
19910039,누가 용의 발톱을 보았는가,시나리오(각본),10000854,강제규,남자
19900097,그래 가끔 하늘을 보자,시나리오(각본),10000854,강제규,남자
20197122,보스턴 1947,감독,10000854,강제규,남자
20141746,민우씨 오는 날,감독,10000854,강제규,남자
20168883,"제1회 안양국제청소년영화제 단편, 짧지만 길고 깊은 이야기1",감독,10000854,강제규,남자
20158074,그녀의 연기+민우씨오는날,감독,10000854,강제규,남자
20170658,PMC: 더 벙커,VFX 슈퍼바이저,10030267,백경수,남자
20186202,신과함께-인과 연,VFX 슈퍼바이저,10030267,백경수,남자
20170590,1987,VFX 슈퍼바이저,10030267,백경수,남자
20150976,신과함께-죄와 벌,VFX 슈퍼바이저,10030267,백경수,남자
20164174,브이아이피,VFX 슈퍼바이저,10030267,백경수,남자
20164174,브이아이피,VFX 아티스트,10030267,백경수,남자
20151003,장산범,VFX 슈퍼바이저,10030267,백경수,남자
20151003,장산범,VFX 아티스트,10030267,백경수,남자
20164844,불한당: 나쁜 놈들의 세상,VFX 슈퍼바이저,10030267,백경수,남자
20162722,보안관,VFX 슈퍼바이저,10030267,백경수,남자
20162722,보안관,시각효과,10030267,백경수,남자
20153443,아수라,시각효과,10030267,백경수,남자
20153443,아수라,VFX 슈퍼바이저,10030267,백경수,남자
20150979,덕혜옹주,VFX 슈퍼바이저,10030267,백경수,남자
20150979,덕혜옹주,시각효과,10030267,백경수,남자
20144444,아가씨,VFX 슈퍼바이저,10030267,백경수,남자
20153444,럭키,VFX 슈퍼바이저,10030267,백경수,남자
20145507,검사외전,VFX 슈퍼바이저,10030267,백경수,남자
20145171,대호,VFX 슈퍼바이저,10030267,백경수,남자
20143572,뷰티 인사이드,시각효과,10030267,백경수,남자
20143572,뷰티 인사이드,VFX 슈퍼바이저,10030267,백경수,남자
20148851,암살,VFX 슈퍼바이저,10030267,백경수,남자
20148048,베테랑,VFX 슈퍼바이저,10030267,백경수,남자
20130566,무뢰한,VFX 슈퍼바이저,10030267,백경수,남자
20148845,스물,VFX 슈퍼바이저,10030267,백경수,남자
20148845,스물,VFX 슈퍼바이저,10030267,백경수,남자
20134590,빅매치,VFX 슈퍼바이저,10030267,백경수,남자
20148626,나의 독재자,VFX 슈퍼바이저,10030267,백경수,남자
20148626,나의 독재자,VFX 슈퍼바이저,10030267,백경수,남자
20134804,타짜-신의 손,VFX 슈퍼바이저,10030267,백경수,남자
20132482,우는 남자,시각효과,10030267,백경수,남자
20132482,우는 남자,VFX 슈퍼바이저,10030267,백경수,남자
20139164,표적,VFX 슈퍼바이저,10030267,백경수,남자
20123501,군도: 민란의 시대,VFX 슈퍼바이저,10030267,백경수,남자
20136321,셔틀콕,VFX 슈퍼바이저,10030267,백경수,남자
20137043,남자가 사랑할 때,VFX 슈퍼바이저,10030267,백경수,남자
20123383,화이: 괴물을 삼킨 아이,VFX 슈퍼바이저,10030267,백경수,남자
20124937,감기,VFX 슈퍼바이저,10030267,백경수,남자
20136049,숨바꼭질,시각효과,10030267,백경수,남자
20120426,고령화 가족,VFX 슈퍼바이저,10030267,백경수,남자
20124069,마이 라띠마,시각효과,10030267,백경수,남자
20124401,신세계,시각효과,10030267,백경수,남자
20124039,타워,VFX 슈퍼바이저,10030267,백경수,남자
20124034,도둑들,VFX 슈퍼바이저,10030267,백경수,남자
20111774,가비,VFX 슈퍼바이저,10030267,백경수,남자
20113951,페이스메이커,시각효과,10030267,백경수,남자
20110295,마이 웨이,VFX 슈퍼바이저,10030267,백경수,남자
20112552,투혼,VFX 슈퍼바이저,10030267,백경수,남자
20110302,최종병기 활,VFX 슈퍼바이저,10030267,백경수,남자
20119515,고지전,VFX 슈퍼바이저,10030267,백경수,남자
20110290,퀵,VFX 슈퍼바이저,10030267,백경수,남자
20116037,달빛 길어올리기,VFX 아티스트,10030267,백경수,남자
20102415,평양성,VFX 슈퍼바이저,10030267,백경수,남자
20101012,페스티발,VFX 슈퍼바이저,10030267,백경수,남자
20101010,초능력자,VFX 슈퍼바이저,10030267,백경수,남자
20100833,무적자,VFX 슈퍼바이저,10030267,백경수,남자
20100800,인플루언스,VFX 아티스트,10030267,백경수,남자
20100301,악마를 보았다,VFX 아티스트,10030267,백경수,남자
20100214,아저씨,시각효과,10030267,백경수,남자
20100214,아저씨,VFX 아티스트,10030267,백경수,남자
20090927,방자전,VFX 아티스트,10030267,백경수,남자
20100107,비밀애,VFX 아티스트,10030267,백경수,남자
20090557,호우시절,VFX 아티스트,10030267,백경수,남자
20090307,국가대표,VFX 아티스트,10030267,백경수,남자
20080870,마린보이,VFX 아티스트,10030267,백경수,남자
20090318,날아라 펭귄,VFX 아티스트,10030267,백경수,남자
20090237,김씨표류기,VFX 아티스트,10030267,백경수,남자
20081716,쌍화점,VFX 아티스트,10030267,백경수,남자
20080741,고고 70,VFX 매니지먼트,10030267,백경수,남자
20081001,신기전,VFX 매니지먼트,10030267,백경수,남자
20072057,아버지와 마리와 나,VFX 아티스트,10030267,백경수,남자
20080833,다찌마와리,VFX 매니지먼트,10030267,백경수,남자
20070643,헨젤과 그레텔,VFX 아티스트,10030267,백경수,남자
20070348,죽어도 해피엔딩,VFX 아티스트,10030267,백경수,남자
20070250,해부학 교실,VFX 아티스트,10030267,백경수,남자
20070015,그놈 목소리,VFX 아티스트,10030267,백경수,남자
20060403,언니가 간다,VFX 아티스트,10030267,백경수,남자
20060356,싸이보그지만 괜찮아,VFX 아티스트,10030267,백경수,남자
20060316,사랑 따윈 필요 없어,VFX 아티스트,10030267,백경수,남자
20060231,뚝방전설,VFX 아티스트,10030267,백경수,남자
20060218,다세포소녀,VFX 아티스트,10030267,백경수,남자
20060151,괴물,VFX 아티스트,10030267,백경수,남자
20060100,사생결단,VFX 아티스트,10030267,백경수,남자
20161411,자각몽,VFX 슈퍼바이저,10030267,백경수,남자
20121086,주리,시각효과,10030267,백경수,남자
20081420,도쿄!,VFX 아티스트,10030267,백경수,남자
20174142,아이 캔 스피크,감독,10006261,김현석,남자
20174142,아이 캔 스피크,각색,10006261,김현석,남자
20148188,쎄시봉,감독,10006261,김현석,남자
20148188,쎄시봉,시나리오(각본),10006261,김현석,남자
20124402,열한시,감독,10006261,김현석,남자
20124402,열한시,각색,10006261,김현석,남자
20130482,잉투기,프로듀서,10006261,김현석,남자
20100834,시라노; 연애조작단,감독,10006261,김현석,남자
20100834,시라노; 연애조작단,시나리오(각본),10006261,김현석,남자
20070504,스카우트,감독,10006261,김현석,남자
20070504,스카우트,제작,10006261,김현석,남자
20070504,스카우트,시나리오(각본),10006261,김현석,남자
20050292,광식이 동생 광태,감독,10006261,김현석,남자
20050292,광식이 동생 광태,시나리오(각본),10006261,김현석,남자
20020049,YMCA야구단,감독,10006261,김현석,남자
20020049,YMCA야구단,시나리오(각본),10006261,김현석,남자
20000044,공동경비구역 JSA,시나리오(각본),10006261,김현석,남자
20000021,섬,연출팀,10006261,김현석,남자
19980009,해가 서쪽에서 뜬다면,연출팀,10006261,김현석,남자
19980009,해가 서쪽에서 뜬다면,시나리오(각본),10006261,김현석,남자
19950036,사랑하기 좋은 날,시나리오(각본),10006261,김현석,남자
20142407,오늘의 연애,감독,10029363,박진표,남자
20142407,오늘의 연애,제작,10029363,박진표,남자
20142407,오늘의 연애,시나리오(각본),10029363,박진표,남자
20129606,공범,제작,10029363,박진표,남자
20129606,공범,기획,10029363,박진표,남자
20090329,내 사랑 내 곁에,감독,10029363,박진표,남자
20090329,내 사랑 내 곁에,시나리오(각본),10029363,박진표,남자
20070015,그놈 목소리,감독,10029363,박진표,남자
20070015,그놈 목소리,시나리오(각본),10029363,박진표,남자
20050239,너는 내 운명,감독,10029363,박진표,남자
20050239,너는 내 운명,시나리오(각본),10029363,박진표,남자
20020215,죽어도 좋아,감독,10029363,박진표,남자
20020215,죽어도 좋아,기획,10029363,박진표,남자
20120668,신비한 영어나라,감독,10029363,박진표,남자
20120668,신비한 영어나라,시나리오(각본),10029363,박진표,남자
20040609,여섯 개의 시선,감독,10029363,박진표,남자
20040609,여섯 개의 시선,시나리오(각본),10029363,박진표,남자
20180868,뺑반,감독,20183664,한준희,남자
20180868,뺑반,시나리오(각본),20183664,한준희,남자
20149266,차이나타운,감독,20183664,한준희,남자
20149266,차이나타운,시나리오(각본),20183664,한준희,남자
20134407,사이코메트리,시나리오(각본),20183664,한준희,남자
20139622,시나리오 가이드,감독,20183664,한준희,남자
20139622,시나리오 가이드,시나리오(각본),20183664,한준희,남자
20172469,허스토리,감독,10027774,민규동,남자
20172469,허스토리,시나리오(각본),10027774,민규동,남자
20172469,허스토리,시나리오(각본),10027774,민규동,남자
20152371,"당신, 거기 있어줄래요",제작,10027774,민규동,남자
20142402,간신,감독,10027774,민규동,남자
20142402,간신,시나리오(각본),10027774,민규동,남자
20113554,내 아내의 모든 것,감독,10027774,민규동,남자
20113554,내 아내의 모든 것,시나리오(각본),10027774,민규동,남자
20119627,세상에서 가장 아름다운 이별,감독,10027774,민규동,남자
20119627,세상에서 가장 아름다운 이별,시나리오(각본),10027774,민규동,남자
20101200,김종욱 찾기,제작,10027774,민규동,남자
20119971,끝과 시작,감독,10027774,민규동,남자
20119971,끝과 시작,시나리오(각본),10027774,민규동,남자
20090022,키친,제작,10027774,민규동,남자
20080637,서양 골동 양과자점 앤티크,감독,10027774,민규동,남자
20080637,서양 골동 양과자점 앤티크,시나리오(각본),10027774,민규동,남자
20080637,서양 골동 양과자점 앤티크,작사/작곡/편곡,10027774,민규동,남자
20070114,열세살 수아,기획,10027774,민규동,남자
20050232,내 생애 가장 아름다운 일주일,감독,10027774,민규동,남자
20050232,내 생애 가장 아름다운 일주일,시나리오(각본),10027774,민규동,남자
20030441,이공,감독,10027774,민규동,남자
19990056,여고괴담 두번째 이야기,감독,10027774,민규동,남자
19990056,여고괴담 두번째 이야기,시나리오(각본),10027774,민규동,남자
20038413,비밀과 거짓말 ,감독,10027774,민규동,남자
20127734,창백한푸른점 ,감독,10027774,민규동,남자
20149068,열일곱,감독,10027774,민규동,남자
19968603,허스토리,감독,10027774,민규동,남자
19968603,허스토리,시나리오(각본),10027774,민규동,남자
20158242,무서운 이야기 3 : 화성에서 온 소녀,감독,10027774,민규동,남자
20158242,무서운 이야기 3 : 화성에서 온 소녀,시나리오(각본),10027774,민규동,남자
20165078,제15회 미쟝센 단편영화제 김태용 단편 특별전 1,감독,10027774,민규동,남자
20136058,무서운 이야기 2,감독,10027774,민규동,남자
20124349,무서운 이야기,감독,10027774,민규동,남자
20124349,무서운 이야기,시나리오(각본),10027774,민규동,남자
20134245,무서운 이야기2'444',감독,10027774,민규동,남자
20134245,무서운 이야기2'444',시나리오(각본),10027774,민규동,남자
20198281,낙원의 밤,감독,10029578,박훈정,남자
20185341,마녀,감독,10029578,박훈정,남자
20185341,마녀,시나리오(각본),10029578,박훈정,남자
20185341,마녀,제작,10029578,박훈정,남자
20164174,브이아이피,감독,10029578,박훈정,남자
20164174,브이아이피,시나리오(각본),10029578,박훈정,남자
20164174,브이아이피,제작,10029578,박훈정,남자
20145171,대호,감독,10029578,박훈정,남자
20145171,대호,시나리오(각본),10029578,박훈정,남자
20124401,신세계,감독,10029578,박훈정,남자
20124401,신세계,시나리오(각본),10029578,박훈정,남자
20101003,혈투,감독,10029578,박훈정,남자
20101003,혈투,시나리오(각본),10029578,박훈정,남자
20100213,부당거래,시나리오(각본),10029578,박훈정,남자
20100301,악마를 보았다,시나리오(각본),10029578,박훈정,남자
20151441,대호,감독,10029578,박훈정,남자
20157465,그놈이다,감독,10054518,윤준형,남자
20157465,그놈이다,시나리오(각본),10054518,윤준형,남자
20100131,베스트셀러,제작팀,10054518,윤준형,남자
20060403,언니가 간다,기획진행,10054518,윤준형,남자
20050261,야수와 미녀,기획진행,10054518,윤준형,남자
20050049,주먹이 운다(Crying Fist),기획진행,10054518,윤준형,남자
20050153,목두기 비디오,감독,10054518,윤준형,남자
20050153,목두기 비디오,온라인마케팅,10054518,윤준형,남자
20050153,목두기 비디오,제작,10054518,윤준형,남자
20050153,목두기 비디오,시나리오(각본),10054518,윤준형,남자
20113833,릴레이,프로듀서,10054518,윤준형,남자
20156554,물괴,감독,10088447,허종호,남자
20156554,물괴,시나리오(각본),10088447,허종호,남자
20142855,성난 변호사,감독,10088447,허종호,남자
20142855,성난 변호사,각색,10088447,허종호,남자
20111914,카운트다운,감독,10088447,허종호,남자
20111914,카운트다운,시나리오(각본),10088447,허종호,남자
20070096,눈부신 날에,조감독,10088447,허종호,남자
20120669,얼굴값,스크립터,10088447,허종호,남자
20060714,승부,감독,10088447,허종호,남자
20188750,나쁜 녀석들: 더 무비,감독,20188569,손용호,남자
20148461,살인의뢰,감독,20188569,손용호,남자
20148461,살인의뢰,시나리오(각본),20188569,손용호,남자
20060316,사랑 따윈 필요 없어,촬영,20188569,손용호,남자
20145504,특종: 량첸살인기,감독,10015745,노덕,여자
20145504,특종: 량첸살인기,시나리오(각본),10015745,노덕,여자
20128690,연애의 온도,감독,10015745,노덕,여자
20128690,연애의 온도,시나리오(각본),10015745,노덕,여자
20030033,지구를 지켜라,스크립터,10015745,노덕,여자
20060474,"마스크 속, 은밀한 자부심",감독,10015745,노덕,여자
20156748,열정같은소리하고있네,감독,10061628,정기훈,남자
20156748,열정같은소리하고있네,시나리오(각본),10061628,정기훈,남자
20124399,반창꼬,감독,10061628,정기훈,남자
