순위,영화명,개봉일,상영횟수,상영점유율,매출액,누적매출액,관객수,누적관객수
4,슈퍼 빼꼼: 스파이 대작전,2017-05-03,130,2.015%,16852500,648010000,2406,90038
5,특별시민,2017-04-26,114,1.767%,11659600,10455524745,1636,1356339
6,"서서평, 천천히 평온하게",2017-04-26,95,1.472%,13237800,623142600,1599,83340
7,극장판 또봇: 로봇군단의 습격,2017-04-27,90,1.395%,17492100,1057027400,2224,137330
8,불한당: 나쁜 놈들의 세상,2017-05-17,60,0.93%,39234600,122556600,4336,14189
9,길,2017-05-11,50,0.775%,1939700,14474700,277,2325
10,"컴, 투게더",2017-05-11,19,0.294%,869000,9268100,115,1233
11,마리안느와 마가렛,2017-04-20,15,0.232%,1931700,164335800,253,23528
12,더 플랜,2017-04-20,7,0.108%,395000,261973407,54,34009
13,"다시, 벚꽃",2017-04-06,4,0.062%,95000,54168500,17,6743
14,밤의 해변에서 혼자,2017-03-23,3,0.046%,187000,434622100,26,56431
15,아빠는 딸,2017-04-12,2,0.031%,15000,5048648395,3,646211
16,"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014-08-21,1,0.015%,20000,224098200,4,34493
16,파닥파닥,2012-07-25,1,0.015%,10000,88251900,2,13427
16,다방의 푸른 꿈,2017-01-26,1,0.015%,7000,3805500,1,571
16,소꿉놀이,2016-02-25,1,0.015%,0,15739500,0,2115
16,철원기행,2016-04-21,1,0.015%,161000,27509600,18,3908
16,2x9 이옥섭x구교환 단편영화제,,1,0.015%,293000,293000,43,43
16,연애담,2016-11-17,1,0.015%,294000,192266100,33,23696
1,보안관,2017-05-03,3236,51.471%,1389646100,17934053509,164624,2206565
2,석조저택 살인사건,2017-05-09,1847,29.378%,451035600,2370301586,53527,291889
3,임금님의 사건수첩,2017-04-26,582,9.257%,94455000,12511049523,11748,1612718
4,슈퍼 빼꼼: 스파이 대작전,2017-05-03,140,2.227%,20632900,668642900,2894,92932
5,특별시민,2017-04-26,108,1.718%,8143500,10463668245,1049,1357388
6,"서서평, 천천히 평온하게",2017-04-26,104,1.654%,21692000,644834600,2833,86173
7,극장판 또봇: 로봇군단의 습격,2017-04-27,93,1.479%,20263600,1077291000,2552,139882
8,불한당: 나쁜 놈들의 세상,2017-05-17,62,0.986%,42597200,165153800,4713,18902
9,길,2017-05-11,51,0.811%,1766500,16241200,256,2581
10,"컴, 투게더",2017-05-11,19,0.302%,855500,10123600,113,1346
11,마리안느와 마가렛,2017-04-20,16,0.254%,2243100,166578900,344,23872
12,더 플랜,2017-04-20,8,0.127%,316500,262289907,42,34051
13,밤의 해변에서 혼자,2017-03-23,4,0.064%,273000,434895100,36,56467
13,미워도 다시 한번 2,,4,0.064%,180000,6253000,90,3124
15,미망인,1955-12-10,2,0.032%,318000,2313000,106,857
16,부당거래,2010-10-28,1,0.016%,12000,20996584500,2,2723028
16,코알라,2013-10-24,1,0.016%,54000,48117000,9,6432
16,파닥파닥,2012-07-25,1,0.016%,5000,88256900,1,13428
16,족구왕,2014-08-21,1,0.016%,14000,366672500,3,46605
16,10분,2014-04-24,1,0.016%,12000,25898400,2,3428
16,지렁이,2017-04-20,1,0.016%,28000,14560600,4,1918
16,아빠는 딸,2017-04-12,1,0.016%,24000,5048672395,4,646215
16,다방의 푸른 꿈,2017-01-26,1,0.016%,48500,3854000,6,577
16,성실한 나라의 앨리스,2015-08-13,1,0.016%,48000,350231500,8,44074
16,눈길,2017-03-01,1,0.016%,2814000,973295100,306,130015
16,한공주,2014-04-17,1,0.016%,36000,1788850300,6,225603
1,보안관,2017-05-03,3246,52.212%,470701000,18404754509,64447,2271012
2,석조저택 살인사건,2017-05-09,1867,30.031%,160221600,2530523186,21599,313488
3,임금님의 사건수첩,2017-04-26,697,11.211%,45965800,12557015323,6602,1619320
4,특별시민,2017-04-26,136,2.188%,4822000,10468490245,672,1358060
5,"서서평, 천천히 평온하게",2017-04-26,86,1.383%,7584000,652418600,1135,87308
6,길,2017-05-11,52,0.836%,1813000,18054200,259,2840
7,슈퍼 빼꼼: 스파이 대작전,2017-05-03,36,0.579%,2161500,670804400,417,93349
8,극장판 또봇: 로봇군단의 습격,2017-04-27,25,0.402%,963100,1078254100,135,140017
9,"컴, 투게더",2017-05-11,17,0.273%,252000,10375600,35,1381
10,불한당: 나쁜 놈들의 세상,2017-05-17,13,0.209%,20336000,185489800,2542,21444
11,마리안느와 마가렛,2017-04-20,10,0.161%,4286000,170864900,570,24442
12,밤의 해변에서 혼자,2017-03-23,8,0.129%,274000,435169100,38,56505
13,더 플랜,2017-04-20,6,0.097%,146500,262436407,21,34072
13,"다시, 벚꽃",2017-04-06,6,0.097%,57000,54225500,8,6751
15,미워도 다시 한번 2,,4,0.064%,126000,6379000,63,3187
16,오발탄,1961-04-13,3,0.048%,266000,3275000,133,1635
17,다방의 푸른 꿈,2017-01-26,2,0.032%,13000,3867000,2,579
18,아빠는 딸,2017-04-12,1,0.016%,14000,5048686395,2,646217
18,오월愛,2011-05-12,1,0.016%,123000,28038500,19,4087
18,88번지,,1,0.016%,716500,716500,75,75
1,보안관,2017-05-03,3262,52.758%,380132700,18784887209,52173,2323185
2,석조저택 살인사건,2017-05-09,1812,29.306%,111344600,2641867786,15096,328584
3,임금님의 사건수첩,2017-04-26,677,10.949%,37198500,12594213823,5704,1625024
4,특별시민,2017-04-26,134,2.167%,6448200,10474938445,913,1358973
5,"서서평, 천천히 평온하게",2017-04-26,87,1.407%,10656100,663074700,1516,88824
6,길,2017-05-11,40,0.647%,2814500,20868700,532,3372
7,불한당: 나쁜 놈들의 세상,2017-05-17,34,0.55%,43667900,229157700,4819,26263
8,극장판 또봇: 로봇군단의 습격,2017-04-27,30,0.485%,685000,1078939100,98,140115
8,슈퍼 빼꼼: 스파이 대작전,2017-05-03,30,0.485%,851000,671655400,140,93489
10,"컴, 투게더",2017-05-11,24,0.388%,284000,10659600,44,1425
11,마리안느와 마가렛,2017-04-20,14,0.226%,2362000,173226900,315,24757
12,더 플랜,2017-04-20,5,0.081%,213500,262649907,28,34100
12,밤의 해변에서 혼자,2017-03-23,5,0.081%,206000,435375100,28,56533
14,박서방,1960-10-05,4,0.065%,496000,8504000,248,4202
14,"다시, 벚꽃",2017-04-06,4,0.065%,62000,54287500,9,6760
14,노무현입니다,2017-05-25,4,0.065%,5146000,5146000,761,761
14,미워도 다시 한번 2,,4,0.065%,113000,6492000,54,3241
18,오발탄,1961-04-13,3,0.049%,140000,3415000,70,1705
19,고려 아리랑: 천산의 디바,2017-05-25,2,0.032%,1288000,2282500,161,359
20,족구왕,2014-08-21,1,0.016%,5000,366677500,1,46606
20,파도 여인 그리고 탱고,2017-05-16,1,0.016%,5000,5000,1,1
20,뚜르: 내 생애 최고의 49일,2017-02-01,1,0.016%,0,208911200,0,27908
20,다방의 푸른 꿈,2017-01-26,1,0.016%,11000,3878000,2,581
20,6월 단편 상상극장-제인팸 앙코르,,1,0.016%,176000,471000,22,59
20,"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014-08-21,1,0.016%,10000,224108200,2,34495
20,지렁이,2017-04-20,1,0.016%,21000,14581600,3,1921
20,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,1,0.016%,60000,89371500,10,11726
1,불한당: 나쁜 놈들의 세상,2017-05-17,3800,56.598%,713315600,942473300,95271,121534
2,보안관,2017-05-03,2136,31.814%,202147700,18987034909,28064,2351249
3,석조저택 살인사건,2017-05-09,507,7.551%,28268400,2670136186,3994,332578
4,임금님의 사건수첩,2017-04-26,81,1.206%,12419000,12606632823,1833,1626857
5,"서서평, 천천히 평온하게",2017-04-26,48,0.715%,9952000,673026700,1376,90200
6,길,2017-05-11,23,0.343%,766700,21635400,151,3523
7,마리안느와 마가렛,2017-04-20,22,0.328%,9371000,182597900,1135,25892
8,"컴, 투게더",2017-05-11,21,0.313%,341500,11001100,53,1478
9,특별시민,2017-04-26,18,0.268%,5037000,10479975445,748,1359721
10,슈퍼 빼꼼: 스파이 대작전,2017-05-03,16,0.238%,877000,672532400,155,93644
11,극장판 또봇: 로봇군단의 습격,2017-04-27,12,0.179%,2052000,1080991100,395,140510
12,밤의 해변에서 혼자,2017-03-23,6,0.089%,205000,435580100,26,56559
13,마차 타고 고래고래,2017-05-18,4,0.06%,1424000,22514000,179,2575
13,박서방,1960-10-05,4,0.06%,466000,8970000,233,4435
15,다방의 푸른 꿈,2017-01-26,3,0.045%,59000,3937000,12,593
16,오발탄,1961-04-13,2,0.03%,216000,3631000,108,1813
16,"다시, 벚꽃",2017-04-06,2,0.03%,20000,54307500,4,6764
16,노무현입니다,2017-05-25,2,0.03%,1530000,6676000,254,1015
16,더 플랜,2017-04-20,2,0.03%,94000,262743907,12,34112
20,족구왕,2014-08-21,1,0.015%,10000,366687500,2,46608
20,푸른노을,2017-11-23,1,0.015%,4784000,4784000,598,598
20,"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014-08-21,1,0.015%,4000,224112200,1,34496
20,루시드 드림,2017-02-22,1,0.015%,0,759481000,0,102170
20,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,1,0.015%,54000,89425500,9,11735
1,불한당: 나쁜 놈들의 세상,2017-05-17,3776,58.03%,687727400,1630200700,91667,213201
2,보안관,2017-05-03,2000,30.736%,176399500,19163434409,24608,2375857
3,석조저택 살인사건,2017-05-09,398,6.116%,18801200,2688937386,2801,335379
4,마차 타고 고래고래,2017-05-18,128,1.967%,8300500,30814500,1059,3634
5,임금님의 사건수첩,2017-04-26,81,1.245%,11101200,12617734023,2285,1629142
6,"서서평, 천천히 평온하게",2017-04-26,35,0.538%,5671000,678697700,848,91048
7,속사정,2017-05-18,20,0.307%,887000,887000,175,175
8,슈퍼 빼꼼: 스파이 대작전,2017-05-03,15,0.231%,1259500,673791900,213,93857
9,"컴, 투게더",2017-05-11,14,0.215%,197000,11198100,30,1508
10,길,2017-05-11,12,0.184%,1927000,23562400,408,3931
11,극장판 또봇: 로봇군단의 습격,2017-04-27,6,0.092%,1474500,1082465600,280,140790
12,마리안느와 마가렛,2017-04-20,4,0.061%,526000,183123900,101,25993
12,박서방,1960-10-05,4,0.061%,406000,9376000,203,4638
14,특별시민,2017-04-26,3,0.046%,751000,10480726445,113,1359834
14,밤의 해변에서 혼자,2017-03-23,3,0.046%,223000,435803100,31,56590
16,꿈의 제인,2017-05-31,2,0.031%,2856000,7345500,357,959
17,올 리브 올리브,2017-07-13,1,0.015%,1260000,2031000,210,368
17,더 플랜,2017-04-20,1,0.015%,80000,262823907,10,34122
17,판도라,2016-12-07,1,0.015%,0,36064611064,0,4583670
17,알피니스트,,1,0.015%,15000,355800,3,64
17,바람의 춤꾼,2017-06-06,1,0.015%,912000,912000,152,152
17,노무현입니다,2017-05-25,1,0.015%,816000,7492000,136,1151
1,불한당: 나쁜 놈들의 세상,2017-05-17,3888,59.187%,731886572,2362087272,87670,300871
2,보안관,2017-05-03,2018,30.72%,235093200,19398527609,29514,2405371
3,석조저택 살인사건,2017-05-09,377,5.739%,23579900,2712517286,3075,338454
4,마차 타고 고래고래,2017-05-18,131,1.994%,7109000,37923500,839,4473
5,임금님의 사건수첩,2017-04-26,40,0.609%,3427500,12621161523,519,1629661
6,"서서평, 천천히 평온하게",2017-04-26,37,0.563%,5261700,683959400,798,91846
7,"컴, 투게더",2017-05-11,20,0.304%,1232800,12430900,145,1653
8,슈퍼 빼꼼: 스파이 대작전,2017-05-03,14,0.213%,737000,674528900,116,93973
9,길,2017-05-11,12,0.183%,349500,23911900,60,3991
10,마리안느와 마가렛,2017-04-20,7,0.107%,2728000,185851900,409,26402
11,극장판 또봇: 로봇군단의 습격,2017-04-27,5,0.076%,486600,1082952200,52,140842
12,특별시민,2017-04-26,3,0.046%,431500,10481157945,77,1359911
12,눈을 감다 더 무비,,3,0.046%,3531000,3531000,355,355
14,밤의 해변에서 혼자,2017-03-23,2,0.03%,22000,435825100,4,56594
14,"다시, 벚꽃",2017-04-06,2,0.03%,31000,54338500,5,6769
14,노무현입니다,2017-05-25,2,0.03%,1662000,9154000,277,1428
17,난잎으로 칼을 얻다,,1,0.015%,0,85000,0,26
17,대립군,2017-05-31,1,0.015%,1773000,1773000,197,197
17,올 리브 올리브,2017-07-13,1,0.015%,70000,2101000,14,382
17,고려 아리랑: 천산의 디바,2017-05-25,1,0.015%,1260000,3542500,210,569
17,수상한 그녀,2014-01-22,1,0.015%,390000,62714398849,78,8659418
17,망각과 기억2 : 돌아 봄 Part 2.,,1,0.015%,0,123000,0,17
17,더 플랜,2017-04-20,1,0.015%,91000,262914907,13,34135
17,망각과 기억2 : 돌아 봄 Part 1.,,1,0.015%,0,168000,0,24
1,불한당: 나쁜 놈들의 세상,2017-05-17,3846,60.97%,1289300573,3651387845,150449,451320
2,보안관,2017-05-03,1873,29.692%,450810600,19849338209,54356,2459727
3,석조저택 살인사건,2017-05-09,307,4.867%,32294400,2744811686,4050,342504
4,마차 타고 고래고래,2017-05-18,109,1.728%,10823000,48746500,1246,5719
5,임금님의 사건수첩,2017-04-26,40,0.634%,8016200,12629177723,1165,1630826
6,"서서평, 천천히 평온하게",2017-04-26,38,0.602%,8399600,692359000,1018,92864
7,슈퍼 빼꼼: 스파이 대작전,2017-05-03,35,0.555%,12386500,686915400,1766,95739
8,"컴, 투게더",2017-05-11,14,0.222%,300000,12730900,43,1696
9,길,2017-05-11,8,0.127%,227000,24138900,38,4029
10,극장판 또봇: 로봇군단의 습격,2017-04-27,6,0.095%,1616500,1084568700,199,141041
11,마리안느와 마가렛,2017-04-20,4,0.063%,97000,185948900,19,26421
12,노무현입니다,2017-05-25,3,0.048%,2854000,12008000,474,1902
12,특별시민,2017-04-26,3,0.048%,290000,10481447945,32,1359943
12,파워배틀 와치카: 와치가면의 역습,2017-06-01,3,0.048%,6800000,6800000,680,680
12,밤의 해변에서 혼자,2017-03-23,3,0.048%,318000,436143100,40,56634
16,7년-그들이 없는 언론,2017-01-12,2,0.032%,0,132255200,0,16999
16,더 플랜,2017-04-20,2,0.032%,97000,263011907,16,34151
16,"다시, 벚꽃",2017-04-06,2,0.032%,9000,54347500,3,6772
19,고려 아리랑: 천산의 디바,2017-05-25,1,0.016%,2189000,5731500,199,768
19,그 날,,1,0.016%,0,784000,0,161
19,시 읽는 시간,,1,0.016%,0,1166000,0,218
19,가정교사-맛있는 섹스 비밀 수업,2017-04-21,1,0.016%,3000,662000,1,135
19,울림,,1,0.016%,265000,265000,53,53
19,소녀와 난파선,,1,0.016%,215000,215000,58,58
19,잘 왔다. 우리 같이 살자,,1,0.016%,140000,140000,28,28
19,소꿉놀이,2016-02-25,1,0.016%,0,15739500,0,2115
19,그녀들의 점심시간,,1,0.016%,213000,640000,31,161
19,난잎으로 칼을 얻다,,1,0.016%,488000,573000,70,96
1,불한당: 나쁜 놈들의 세상,2017-05-17,3624,61.216%,1190814900,4842202745,138594,589914
2,보안관,2017-05-03,1756,29.662%,415640900,20264979109,49740,2509467
3,석조저택 살인사건,2017-05-09,291,4.916%,27748300,2772559986,3540,346044
4,마차 타고 고래고래,2017-05-18,109,1.841%,8944000,57690500,1041,6760
5,"서서평, 천천히 평온하게",2017-04-26,34,0.574%,5303500,697662500,743,93607
6,임금님의 사건수첩,2017-04-26,27,0.456%,3056500,12632234223,394,1631220
7,슈퍼 빼꼼: 스파이 대작전,2017-05-03,26,0.439%,3329500,690244900,474,96213
8,"컴, 투게더",2017-05-11,15,0.253%,319600,13050500,45,1741
9,길,2017-05-11,10,0.169%,470500,24609400,79,4108
10,극장판 또봇: 로봇군단의 습격,2017-04-27,6,0.101%,2031100,1086599800,244,141285
11,마리안느와 마가렛,2017-04-20,5,0.084%,107000,186055900,19,26440
12,올 리브 올리브,2017-07-13,4,0.068%,0,2101000,0,382
13,특별시민,2017-04-26,3,0.051%,114000,10481561945,13,1359956
14,미망인,1955-12-10,2,0.034%,339000,2652000,113,970
14,개의 역사,,2,0.034%,351000,351000,59,59
16,"다시, 벚꽃",2017-04-06,1,0.017%,35000,54382500,6,6778
16,고려 아리랑: 천산의 디바,2017-05-25,1,0.017%,2505700,8237200,230,998
16,밤의 해변에서 혼자,2017-03-23,1,0.017%,80000,436223100,12,56646
16,다른 세계,,1,0.017%,200000,200000,45,45
16,더 플랜,2017-04-20,1,0.017%,48000,263059907,6,34157
16,가정교사-맛있는 섹스 비밀 수업,2017-04-21,1,0.017%,3000,665000,1,136
1,불한당: 나쁜 놈들의 세상,2017-05-17,3482,59.89%,377148100,5219350845,50096,640010
2,보안관,2017-05-03,1743,29.979%,117706200,20382685309,16135,2525602
3,석조저택 살인사건,2017-05-09,320,5.504%,10932500,2783492486,1523,347567
4,마차 타고 고래고래,2017-05-18,107,1.84%,5733500,63424000,732,7492
5,"서서평, 천천히 평온하게",2017-04-26,39,0.671%,3238000,700900500,488,94095
6,임금님의 사건수첩,2017-04-26,29,0.499%,1052500,12633286723,170,1631390
7,썸 - 은밀한 이야기 : 무삭제판,2017-05-22,20,0.344%,887000,887000,175,175
8,"컴, 투게더",2017-05-11,15,0.258%,221000,13271500,34,1775
9,길,2017-05-11,11,0.189%,265000,24874400,38,4146
10,슈퍼 빼꼼: 스파이 대작전,2017-05-03,9,0.155%,1629000,691873900,279,96492
11,밤의 해변에서 혼자,2017-03-23,7,0.12%,268000,436491100,38,56684
12,노무현입니다,2017-05-25,5,0.086%,4904000,16912000,655,2557
12,극장판 또봇: 로봇군단의 습격,2017-04-27,5,0.086%,83000,1086682800,11,141296
12,특별시민,2017-04-26,5,0.086%,122000,10481683945,31,1359987
15,대립군,2017-05-31,4,0.069%,8072000,9845000,1009,1206
16,의적 일지매,,3,0.052%,270000,4763000,135,2347
16,마리안느와 마가렛,2017-04-20,3,0.052%,1517000,187572900,194,26634
16,더 플랜,2017-04-20,3,0.052%,97000,263156907,14,34171
19,썸 - 은밀한 이야기,2017-05-02,2,0.034%,8000,10000,2,3
20,수상한 그녀,2014-01-22,1,0.017%,390000,62714788849,78,8659496
20,고려 아리랑: 천산의 디바,2017-05-25,1,0.017%,1260000,9497200,210,1208
1,불한당: 나쁜 놈들의 세상,2017-05-17,3411,59.281%,323563800,5542914645,43303,683313
2,보안관,2017-05-03,1709,29.701%,110498300,20493183609,15334,2540936
3,석조저택 살인사건,2017-05-09,319,5.544%,10634600,2794127086,1505,349072
4,마차 타고 고래고래,2017-05-18,105,1.825%,2877500,66301500,386,7878
5,"서서평, 천천히 평온하게",2017-04-26,41,0.713%,5888500,706789000,948,95043
6,임금님의 사건수첩,2017-04-26,33,0.574%,1430000,12634716723,256,1631646
7,노무현입니다,2017-05-25,25,0.434%,45161900,62073900,4086,6643
8,처제의 유혹,2017-05-23,20,0.348%,624000,624000,121,121
8,초대남,2017-05-23,20,0.348%,1087000,1087000,215,215
10,길,2017-05-11,12,0.209%,363200,25237600,61,4207
11,"컴, 투게더",2017-05-11,10,0.174%,130500,13402000,21,1796
12,슈퍼 빼꼼: 스파이 대작전,2017-05-03,9,0.156%,235000,692108900,36,96528
12,특별시민,2017-04-26,9,0.156%,1434000,10483117945,302,1360289
14,극장판 또봇: 로봇군단의 습격,2017-04-27,6,0.104%,162500,1086845300,25,141321
15,마리안느와 마가렛,2017-04-20,5,0.087%,176000,187748900,30,26664
16,밤의 해변에서 혼자,2017-03-23,4,0.07%,118000,436609100,18,56702
17,의적 일지매,,3,0.052%,120000,4883000,60,2407
18,속사정,2017-05-18,2,0.035%,14000,901000,2,177
18,델타 보이즈,2017-06-08,2,0.035%,1512000,3976300,189,585
20,울림,,1,0.017%,60000,325000,12,65
20,다른 세계,,1,0.017%,45000,245000,9,54
20,소녀와 난파선,,1,0.017%,215000,430000,53,111
20,6월 단편 상상극장-제인팸 앙코르,,1,0.017%,128000,599000,16,75
20,파워배틀 와치카: 와치가면의 역습,2017-06-01,1,0.017%,856000,7656000,107,787
20,더 플랜,2017-04-20,1,0.017%,16000,263172907,2,34173
20,잘 왔다. 우리 같이 살자,,1,0.017%,10000,150000,2,30
20,초인,2016-05-05,1,0.017%,252000,52324600,36,6805
20,"다시, 벚꽃",2017-04-06,1,0.017%,21000,54403500,3,6781
1,불한당: 나쁜 놈들의 세상,2017-05-17,1931,63.436%,217414200,5760328845,29212,712525
2,보안관,2017-05-03,789,25.92%,59466000,20552649609,8478,2549414
3,길,2017-05-11,77,2.53%,43457000,68694600,10846,15053
4,마차 타고 고래고래,2017-05-18,64,2.102%,2126000,68427500,281,8159
5,석조저택 살인사건,2017-05-09,55,1.807%,4296000,2798423086,591,349663
6,"서서평, 천천히 평온하게",2017-04-26,34,1.117%,5090500,711879500,714,95757
7,임금님의 사건수첩,2017-04-26,27,0.887%,4276000,12638992723,718,1632364
8,"컴, 투게더",2017-05-11,19,0.624%,2627000,16029000,321,2117
9,슈퍼 빼꼼: 스파이 대작전,2017-05-03,11,0.361%,377000,692485900,69,96597
10,노무현입니다,2017-05-25,8,0.263%,5094000,67167900,685,7328
11,마리안느와 마가렛,2017-04-20,5,0.164%,240500,187989400,45,26709
12,밤의 해변에서 혼자,2017-03-23,4,0.131%,355000,436964100,49,56751
13,쇠파리,2017-05-25,3,0.099%,2861000,4069000,359,510
13,극장판 또봇: 로봇군단의 습격,2017-04-27,3,0.099%,36000,1086881300,5,141326
13,와룡선생 상경기,,3,0.099%,102000,7174000,51,2317
16,특별시민,2017-04-26,2,0.066%,289000,10483406945,46,1360335
16,의적 일지매,,2,0.066%,176000,5059000,88,2495
18,고려 아리랑: 천산의 디바,2017-05-25,1,0.033%,1260000,10757200,210,1418
18,올 리브 올리브,2017-07-13,1,0.033%,25000,2126000,5,387
18,더 플랜,2017-04-20,1,0.033%,48000,263220907,8,34181
18,개의 역사,,1,0.033%,55000,406000,11,70
18,여배우X여감독 열전!,,1,0.033%,386000,386000,53,53
18,집으로...,2002-04-04,1,0.033%,780000,780000,130,130
18,깊은 사정 -무삭제판,2017-05-24,1,0.033%,3000,3000,1,1
1,노무현입니다,2017-05-25,2743,57.493%,586213900,653381800,78816,86144
2,불한당: 나쁜 놈들의 세상,2017-05-17,1368,28.673%,170543500,5930872345,22610,735135
3,보안관,2017-05-03,437,9.16%,36578300,20589227909,5386,2554800
4,쇠파리,2017-05-25,77,1.614%,10626600,14695600,1473,1983
5,고려 아리랑: 천산의 디바,2017-05-25,27,0.566%,548200,11305400,157,1575
6,석조저택 살인사건,2017-05-09,24,0.503%,1648500,2800071586,214,349877
7,"서서평, 천천히 평온하게",2017-04-26,22,0.461%,3784000,715663500,611,96368
8,마차 타고 고래고래,2017-05-18,15,0.314%,478500,68906000,72,8231
9,대립군,2017-05-31,11,0.231%,29360000,39205000,3549,4755
10,슈퍼 빼꼼: 스파이 대작전,2017-05-03,8,0.168%,176000,692661900,24,96621
11,임금님의 사건수첩,2017-04-26,7,0.147%,990000,12639982723,221,1632585
12,"컴, 투게더",2017-05-11,6,0.126%,406100,16435100,48,2165
13,특별시민,2017-04-26,5,0.105%,949000,10484355945,195,1360530
14,길,2017-05-11,3,0.063%,57000,68751600,8,15061
14,와룡선생 상경기,,3,0.063%,94000,7268000,47,2364
14,극장판 또봇: 로봇군단의 습격,2017-04-27,3,0.063%,52000,1086933300,8,141334
17,꿈의 제인,2017-05-31,2,0.042%,1200000,8545500,150,1109
17,우리들의 일기,2017-06-01,2,0.042%,1288000,1288000,161,161
19,수상한 그녀,2014-01-22,1,0.021%,390000,62715178849,78,8659574
19,[인디포럼2017]개막식 나와 당신+종달리,,1,0.021%,790000,790000,79,79
19,덕혜옹주,2016-08-03,1,0.021%,650000,44394703109,130,5599397
19,어느날,2017-04-05,1,0.021%,144000,1845841582,36,234681
19,너에게만 들려주고 싶어,2017-05-25,1,0.021%,2040000,2040000,255,255
19,7번방의 선물,2013-01-23,1,0.021%,768000,91432718670,128,12811341
19,안해 무삭제,2017-05-25,1,0.021%,2000,2000,1,1
19,파워배틀 와치카: 와치가면의 역습,2017-06-01,1,0.021%,2192000,9848000,274,1061
1,노무현입니다,2017-05-25,3017,60.34%,792506705,1445888505,94985,181129
2,불한당: 나쁜 놈들의 세상,2017-05-17,1374,27.48%,222835285,6153707630,26798,761933
3,보안관,2017-05-03,419,8.38%,44058400,20633286309,5611,2560411
4,쇠파리,2017-05-25,64,1.28%,6824500,21520100,881,2864
5,"서서평, 천천히 평온하게",2017-04-26,24,0.48%,4008000,719671500,716,97084
6,고려 아리랑: 천산의 디바,2017-05-25,22,0.44%,1646000,12951400,244,1819
7,석조저택 살인사건,2017-05-09,17,0.34%,2363800,2802435386,276,350153
8,마차 타고 고래고래,2017-05-18,13,0.26%,687000,69593000,84,8315
8,슈퍼 빼꼼: 스파이 대작전,2017-05-03,13,0.26%,2230000,694891900,336,96957
10,임금님의 사건수첩,2017-04-26,5,0.1%,500000,12640482723,100,1632685
11,극장판 또봇: 로봇군단의 습격,2017-04-27,4,0.08%,97500,1087030800,12,141346
11,"컴, 투게더",2017-05-11,4,0.08%,56000,16491100,7,2172
13,와룡선생 상경기,,3,0.06%,128000,7396000,64,2428
13,대립군,2017-05-31,3,0.06%,4850000,44055000,485,5240
15,길,2017-05-11,2,0.04%,115000,68866600,16,15077
15,마리안느와 마가렛,2017-04-20,2,0.04%,233000,188222400,43,26752
17,[인디포럼2017]신작전03 이젠 훨훨 날아볼까?,,1,0.02%,174000,174000,29,29
17,[인디포럼2017]신작전08 같이 좀 살자,,1,0.02%,297000,297000,52,52
17,더 플랜,2017-04-20,1,0.02%,34995,263255902,5,34186
17,망각과 기억2 : 돌아 봄 Part 2.,,1,0.02%,18000,141000,3,20
17,파란나비효과,2017-06-22,1,0.02%,300000,300000,50,50
17,도돌이 언덕에 난기류,,1,0.02%,60000,535000,10,105
17,변호인,2013-12-18,1,0.02%,34995,82872289795,5,11374864
17,안녕 히어로,2017-09-07,1,0.02%,48000,995500,8,205
17,그 날,,1,0.02%,24000,808000,4,165
17,특별시민,2017-04-26,1,0.02%,90000,10484445945,18,1360548
17,누에치던 방,2018-01-31,1,0.02%,426000,1776500,71,288
17,반짝이는 박수 소리,2015-04-23,1,0.02%,178000,29528100,34,4752
17,[인디포럼2017]신작전12 우린 어디로 가야하죠?,,1,0.02%,66000,66000,11,11
17,"다시, 벚꽃",2017-04-06,1,0.02%,11000,54414500,3,6784
1,노무현입니다,2017-05-25,3578,68.57%,1721566407,3167454912,205704,386833
2,불한당: 나쁜 놈들의 세상,2017-05-17,1142,21.886%,360448295,6514155925,42571,804504
3,보안관,2017-05-03,335,6.42%,67881700,20701168009,8253,2568664
4,쇠파리,2017-05-25,54,1.035%,4017000,25537100,487,3351
5,"서서평, 천천히 평온하게",2017-04-26,17,0.326%,2981000,722652500,388,97472
5,고려 아리랑: 천산의 디바,2017-05-25,17,0.326%,445500,13396900,71,1890
7,슈퍼 빼꼼: 스파이 대작전,2017-05-03,15,0.287%,6529000,701420900,851,97808
8,마차 타고 고래고래,2017-05-18,13,0.249%,653000,70246000,80,8395
9,석조저택 살인사건,2017-05-09,9,0.172%,507500,2802942886,63,350216
10,임금님의 사건수첩,2017-04-26,5,0.096%,500000,12640982723,100,1632785
11,극장판 또봇: 로봇군단의 습격,2017-04-27,4,0.077%,958500,1087989300,113,141459
12,꿈의 제인,2017-05-31,3,0.057%,2009000,10554500,168,1277
12,"컴, 투게더",2017-05-11,3,0.057%,155000,16646100,16,2188
14,"다시, 벚꽃",2017-04-06,2,0.038%,26000,54440500,6,6790
14,길,2017-05-11,2,0.038%,51000,68917600,9,15086
16,"안녕, 전우치! 도술로봇대결전",2015-10-08,1,0.019%,0,92435600,0,13055
16,얘네들 MONEY?!,,1,0.019%,660000,660000,66,66
16,집으로...,2002-04-04,1,0.019%,943000,1723000,135,265
